projectid,txturl
P147342,http://documents.worldbank.org/curated/en/971181488397306718/text/Peru-Env-PAD-12212016.txt
P147348,http://documents.worldbank.org/curated/en/257621468023033600/text/PAD9110REVISED00B00PUBLIC0050150140.txt
P147356,http://documents.worldbank.org/curated/en/834551468036306187/text/782310PAD0P1309930Box385245B00OUO0900ACS.txt
P147367,http://documents.worldbank.org/curated/en/555871567083532050/text/China-Xinjiang-Technical-and-Vocational-Education-and-Training-Project.txt
P147381,http://documents.worldbank.org/curated/en/939491468194951956/text/PAD1253-PAD-P147381-R2016-0039-1-Box394870B-OUO-9.txt
P147438,http://documents.worldbank.org/curated/en/377561467992564695/text/PAD942-PAD-P147438-OUO-9-IDA-R2016-0167-1-Box396268B.txt
P147460,http://documents.worldbank.org/curated/en/320251467986305800/text/PAD1203-PAD-P147460-R2015-0142-1-Box391498B-OUO-9.txt
P147489,http://documents.worldbank.org/curated/en/631541468002437127/text/PAD9770PAD0P14010Box385226B00OUO090.txt
P147499,http://documents.worldbank.org/curated/en/130441468031509317/text/PAD9660PAD0R20090Box391426B00OUO090.txt
P147514,http://documents.worldbank.org/curated/en/592911468299945963/text/PAD9180P147514010Box382144B00OUO090.txt
P147521,http://documents.worldbank.org/curated/en/286101468029641175/text/PAD9470PAD0P14010Box385226B00OUO090.txt
P147555,http://documents.worldbank.org/curated/en/797381468248430170/text/PAD10880PAD0P1010Box385385B00OUO090.txt
P147629,http://documents.worldbank.org/curated/en/576031468061754518/text/PAD9980PAD0REP00900IDA0R20150006801.txt
P147638,http://documents.worldbank.org/curated/en/695171467991986250/text/PAD1137-PAD-P147638-IDA-R2015-0110-1-Box371422B-OUO-9.txt
P147665,http://documents.worldbank.org/curated/en/502041468050052786/text/889930PAD0P1470R2014001650100OUO090.txt
P147674,http://documents.worldbank.org/curated/en/250471468000282631/text/PAD1091-PAD-P147674-IDA-R2015-0106-1-Box391422B-OUO-9.txt
P147689,http://documents.worldbank.org/curated/en/532171468273353365/text/PAD7230P1476890AD0October0100final.txt
P147705,http://documents.worldbank.org/curated/en/120501468253491149/text/PAD9560PAD0P14010Box385412B00OUO090.txt
P147740,http://documents.worldbank.org/curated/en/681081468244805733/text/PAD9640PAD0P14010Box385356B00OUO090.txt
P147760,http://documents.worldbank.org/curated/en/720741468207551372/text/PAD10270PAD0P1010Box385444B00OUO090.txt
P147827,http://documents.worldbank.org/curated/en/157731468188653128/text/PAD1223-PAD-P147827-IDA-R2015-0156-1-Box391456B-OUO-9.txt
P147839,http://documents.worldbank.org/curated/en/231881468001190037/text/Tonga-Pacific-Islands-Pacific-Resilience-Program-Project.txt
P147864,http://documents.worldbank.org/curated/en/916561554170626508/text/India-Uttar-Pradesh-Core-Road-Network-Development-Project.txt
P147921,http://documents.worldbank.org/curated/en/923211494813685983/text/Senegal-PAD-04252017.txt
P147924,http://documents.worldbank.org/curated/en/838341468035427053/text/PAD8460P147924010Box385211B00OUO090.txt
P148013,http://documents.worldbank.org/curated/en/421641468043471522/text/PAD9950PAD0R20010Box385271B00OUO090.txt
P148023,http://documents.worldbank.org/curated/en/518061468272751740/text/863020PAD0P148010Box385310B00OUO090.txt
P148048,http://documents.worldbank.org/curated/en/464391518475722131/text/849450PAD0P148010Box385226B00OUO090.txt
P148062,http://documents.worldbank.org/curated/en/242461468229480667/text/PAD10440PAD0P1010Box385444B00OUO090.txt
P148071,http://documents.worldbank.org/curated/en/502171468184462309/text/PAD1128-PAD-P148071-R2015-0180-1-Box393200B-OUO-9.txt
P148110,http://documents.worldbank.org/curated/en/765311468060896551/text/PAD8740PAD0P14010Box385211B00OUO090.txt
P148114,http://documents.worldbank.org/curated/en/167911468037577991/text/PAD9910PAD0P14010Box385321B00OUO090.txt
P148127,http://documents.worldbank.org/curated/en/854161467996738101/text/PAD1085-PAD-P148127-PUBLIC-revised-Jul-10-final-07-15-2015-1436972555443.txt
P148129,http://documents.worldbank.org/curated/en/465901467991052298/text/PAD1145-PAD-P148129-R2015-0237-1-Box393264B-OUO-9.txt
P148181,http://documents.worldbank.org/curated/en/824041467999135389/text/PAD1157-P148181-R2015-0171-1-Box393189B-OUO-9.txt
P148183,http://documents.worldbank.org/curated/en/229471468031741377/text/PAD10080PAD0P1010Box385412B00OUO090.txt
P148238,http://documents.worldbank.org/curated/en/469381468063253542/text/PAD10130PAD0P10010Box38527B00OUO090.txt
P148259,http://documents.worldbank.org/curated/en/675561468187778679/text/PAD1063-PAD-P148259-IDA-R2015-0160-1-Box391456B-OUO-9.txt
P148291,http://documents.worldbank.org/curated/en/686991467993495306/text/PAD1151-PAD-P148291-IDA-R2015-0172-1-Box391456B-OUO-9.txt
P148294,http://documents.worldbank.org/curated/en/764331467304959162/text/PAD1068-PAD-P148294-R2016-0018-1-Box394857B-OUO-9.txt
P148499,http://documents.worldbank.org/curated/en/399651468000880307/text/96955-PAD-P148499-R2015-0167-1-Box393189B-OUO-9.txt
P148523,http://documents.worldbank.org/curated/en/379321467994658629/text/PAD1316-PAD-CN-R2015-0251-1-P148523-OUO-9-Box394831B.txt
P148527,http://documents.worldbank.org/curated/en/543301467997251456/text/PAD1280-PAD-P148527-R2015-0238-1-Box393264B-OUO-9.txt
P148531,http://documents.worldbank.org/curated/en/769201485658840959/text/INDIA-UTTARACHAND-PAD-01062017.txt
P148537,http://documents.worldbank.org/curated/en/406511503626440012/text/Moldova-MGSP-PAD-08032017.txt
P148560,http://documents.worldbank.org/curated/en/144571468300652611/text/PAD10160PAD0P1010Box385208B00OUO090.txt
P148585,http://documents.worldbank.org/curated/en/753601467988932839/text/PAD1108-PAD-P148585-R2015-0038-1-Box385415B-OUO-9.txt
P148591,http://documents.worldbank.org/curated/en/287411468026947887/text/PAD10520PAD0P100Boxx385443B00OUO090.txt
P148599,http://documents.worldbank.org/curated/en/902691467992494218/text/PAD1277-PAD-CN-R2015-0236-1-P148599-OUO-9-Box394831B.txt
P148600,http://documents.worldbank.org/curated/en/297361501380046131/text/West-Bank-Gaza-PAD-PAD1608-June-30-2017-07102017.txt
P148604,http://documents.worldbank.org/curated/en/547461468041108126/text/PAD6860P148604010Box382166B00OUO090.txt
P148616,http://documents.worldbank.org/curated/en/975301490493660427/text/Nigeria-PAD-03062017.txt
P148647,http://documents.worldbank.org/curated/en/843081467993517728/text/PAD1050-PAD-P148647-IDA-R2016-0051-1-Box394888B-OUO-9.txt
P148737,http://documents.worldbank.org/curated/en/338841468190755678/text/PAD949-PAD-P148737-PUBLIC-B-HN-ACS-GAFSP.txt
P148809,http://documents.worldbank.org/curated/en/151011467992516937/text/PAD1196-PAD-P148809-Box394828B-PUBLIC-Nicaragua-Caribbean-Coast-Food-Security-Project-P148809.txt
P148836,http://documents.worldbank.org/curated/en/927401468211797027/text/PAD11090PAD0P1010Box385414B00OUO090.txt
P148853,http://documents.worldbank.org/curated/en/967181468189244508/text/PAD1226-PAD-P148853-IDA-R2015-0143-1-Box391446B-OUO-9.txt
P148868,http://documents.worldbank.org/curated/en/372771468049771502/text/834520PAD0P148010Box382122B00OUO090.txt
P148970,http://documents.worldbank.org/curated/en/604631468179974395/text/PAD1060-PAD-P148970-IDA-R2015-0127-1-Box391445B-OUO-9.txt
P149005,http://documents.worldbank.org/curated/en/823281467991937253/text/PAD1015-PAD-P149005-IDA-R2015-0232-1-Box393188B-OUO-9.txt
P149049,http://documents.worldbank.org/curated/en/773161468185641782/text/PAD1038-PAD-P149049-R2016-0055-1-Box394875B-OUO-9.txt
P149091,http://documents.worldbank.org/curated/en/991071468184429548/text/PAD1204-PAD-P149091-IDA-R2015-0102-1-Box371422B-OUO-9.txt
P149117,http://documents.worldbank.org/curated/en/418421468191044477/text/PAD1534-PAD-P149117-IDA-R2016-0033-1-Box394866B-OUO-9.txt
P149130,http://documents.worldbank.org/curated/en/780161468272073196/text/PAD10550PAD0P100002015004013020-02.txt
P149176,http://documents.worldbank.org/curated/en/614981468015622453/text/PAD12550PAD0P1010Box391418B00OUO090.txt
P149182,http://documents.worldbank.org/curated/en/528181468194972322/text/PAD1175-PAD-P149182-IDA-R2016-0001-1-Box394836B-OUO-9.txt
P149242,http://documents.worldbank.org/curated/en/810511467987899324/text/PAD1030-ENGLISH-P149242-PUBLIC-FINAL-LEB-ENPTP-English.txt
P149277,http://documents.worldbank.org/curated/en/417861468187809852/text/PAD1072-PAD-P149277-IDA-R2015-0259-1-Box393233B-OUO-9.txt
P149282,http://documents.worldbank.org/curated/en/398921468170056043/text/PAD10740PAD0P1010Box385355B00OUO090.txt
P149322,http://documents.worldbank.org/curated/en/789081468190786734/text/PAD1206-PAD-P149322-R2015-0203-1-Box393228B-OUO-9.txt
P149323,http://documents.worldbank.org/curated/en/790201468179349494/text/PAD1198-PAD-P149323-IDA-R2015-0233-1-Box393189B-OUO-9.txt
P149340,http://documents.worldbank.org/curated/en/719521482375675651/text/INDIA-NAGALAND-PAD-11302016.txt
P149377,http://documents.worldbank.org/curated/en/865851467994666409/text/PAD1453-PAD-P149377-IDA-R2016-0043-1-Box394870B-OUO-9.txt
P149410,http://documents.worldbank.org/curated/en/735311467994640974/text/846600PAD0P1494100Box385184B00ouo090.txt
P149485,http://documents.worldbank.org/curated/en/436771468933212674/text/PAD1578-PAD-P149485-R2016-0120-1-Box396255B-OUO-9.txt
P149493,http://documents.worldbank.org/curated/en/565061468205480218/text/PAD10230PAD0P1010Box385443B00OUO090.txt
P149512,http://documents.worldbank.org/curated/en/868211468230968823/text/PAD9480PAD0P14010Box382155B00OUO090.txt
P149522,http://documents.worldbank.org/curated/en/970141473904899098/text/PAD-Belize-ERCAP-08232016.txt
P149526,http://documents.worldbank.org/curated/en/668001467992483402/text/PAD1353-PAD-P149526-IDA-R2015-0137-1-Box391446B-OUO-9.txt
P149528,http://documents.worldbank.org/curated/en/595561488164428604/text/PAD-disclosable-vrsn-P149528-2017-01-27-14-51-02062017.txt
P149553,http://documents.worldbank.org/curated/en/882301468188375582/text/PAD1146-REVISED-PAD-P149556-IDA-R2015-0130-2-Box391454B-SD-6-8-15.txt
P149599,http://documents.worldbank.org/curated/en/131211468001190553/text/PAD1273-PAD-P149599-IDA-R2015-0159-1-Box391471B-OUO-9.txt
P149605,http://documents.worldbank.org/curated/en/517601468205481636/text/PAD11270PAD0P1010Box385415B00OUO090.txt
P149670,http://documents.worldbank.org/curated/en/981641467993158673/text/PAD976-PAD-P149670-Box393177B-PUBLIC-2015-06-30-final-to-be-uploaded-to-Imagebank.txt
P149697,http://documents.worldbank.org/curated/en/151831468203646169/text/887970PAD0P149010Box385385B00OUO090.txt
P149714,http://documents.worldbank.org/curated/en/946391468194050673/text/PAD11610PAD0Bo000disclosable0FINAL.txt
P149724,http://documents.worldbank.org/curated/en/119441469672145615/text/PAD10180PAD0P14972400PUBLIC00Box391431B.txt
P149858,http://documents.worldbank.org/curated/en/410531468048905472/text/PAD10620PAD0P1010Box385329B00OUO090.txt
P149872,http://documents.worldbank.org/curated/en/222971467992503902/text/PAD1193-PAD-P149872-R2016-0023-1-OUO-9.txt
P149884,http://documents.worldbank.org/curated/en/231141468016789957/text/PAD10020P14988010Box385177B00OUO090.txt
P149895,http://documents.worldbank.org/curated/en/844921468212969712/text/PAD9940P149895010Box385222B00OUO090.txt
P149953,http://documents.worldbank.org/curated/en/301151467994687234/text/PAD1465-PAD-P149953-R2016-0034-1-OUO-9.txt
P149960,http://documents.worldbank.org/curated/en/842151468279560485/text/PAD10200PAD0P1010Box385323B00OUO090.txt
P149965,http://documents.worldbank.org/curated/en/584381553014128394/text/PAD1188-P149965-IDA-R2015-0115-1-Box391433B-OUO-9.txt
P149969,http://documents.worldbank.org/curated/en/443971468171858975/text/PAD1287-PAD-P149969-GEF-R2015-0009-1-IDA-R2015-0101-1-Box391422B-OUO-9.txt
P150008,http://documents.worldbank.org/curated/en/221771484075116214/text/SA-PAD-12302016.txt
P150028,http://documents.worldbank.org/curated/en/275221468029722299/text/PAD10920PAD0P1010Box385413B00OUO090.txt
P150058,http://documents.worldbank.org/curated/en/464051468188677368/text/PAD1081-PAD-P150058-IDA-R2015-0174-1-Box391456B-OUO-9.txt
P150066,http://documents.worldbank.org/curated/en/311991468190177406/text/PAD1276-PAD-P150066-IDA-R2015-0241-1-Box393200B-OUO-9.txt
P150080,http://documents.worldbank.org/curated/en/657461680218713823/text/Africa-Sahel-Womens-Empowerment-and-Demographic-Dividend-Project.txt
P150113,http://documents.worldbank.org/curated/en/277981468313178438/text/869520PAD0P150010Box385211B00OUO090.txt
P150116,http://documents.worldbank.org/curated/en/513681468197098764/text/PAD1547-PAD-P150116-OUO-9-IDA-R2016-0116-1.txt
P150148,http://documents.worldbank.org/curated/en/901781468000617438/text/PAD1142-PAD-P150148-IDA-R2015-0225-1-Box393177B-OUO-9.txt
P150158,http://documents.worldbank.org/curated/en/535611467999117367/text/PAD1426-PAD-P150158-R2015-0101-1-Box391456B-OUO-9.txt
P150183,http://documents.worldbank.org/curated/en/921881468038668081/text/PAD12180PAD0P1010Box385444B00OUO090.txt
P150220,http://documents.worldbank.org/curated/en/990771467995624739/text/PAD1414-PAD-P150220-IDA-R2016-0105-1-Box394887B-OUO-9.txt
P150308,http://documents.worldbank.org/curated/en/151391503585044320/text/INDIA-ASSAM-PAD-05092017.txt
P150327,http://documents.worldbank.org/curated/en/831361467992519563/text/PAD1424-REVISED-P150327-PUBLIC-disclosed-12-22-2015-11-30PM-R2015-0241-2-Box394828B.txt
P150351,http://documents.worldbank.org/curated/en/111281468188938553/text/PAD1214-P150351-IDA-R2015-0146-1-Box391446B-OUO-9.txt
P150357,http://documents.worldbank.org/curated/en/333461468184774414/text/PAD1406-PAD-P150357-R2015-0200-1-IDA-R2015-0265-1-Box393220B-OUO-9.txt
P150374,http://documents.worldbank.org/curated/en/965101617648211610/text/Somali-Urban-Investment-Planning-Project.txt
P150394,http://documents.worldbank.org/curated/en/828721468000613060/text/PAD1080-PAD-P150394-IDA-R2015-0173-1-Box391456B-OUO-9.txt
P150395,http://documents.worldbank.org/curated/en/225211468257078121/text/PAD10960PAD0P1010Box385445B00OUO090.txt
P150402,http://documents.worldbank.org/curated/en/410881468039550416/text/PAD10470PAD0P1010Box385386B00OUO090.txt
P150430,http://documents.worldbank.org/curated/en/395981468179329737/text/PAD1185-PAD-P150430-IDA-R2015-0092-1-Box391434B-OUO-9.txt
P150481,http://documents.worldbank.org/curated/en/228791468119057716/text/PAD10690P15048010Box385399B00OUO090.txt
P150520,http://documents.worldbank.org/curated/en/677151468035385783/text/PAD11740PAD0P1010Box385443B00OUO090.txt
P150576,http://documents.worldbank.org/curated/en/742651468197344764/text/PAD1630-PAD-P150576-OUO-9-IDA-R2016-0133-1-Box396260B.txt
P150631,http://documents.worldbank.org/curated/en/552441467996700044/text/PAD1094-REVISED-Box394886B-OUO-9-IDA-R2016-0073-2.txt
P150634,http://documents.worldbank.org/curated/en/426911468179342511/text/PAD1301-P150634-IDA-R2015-0295-1-Box393256B-OUO-9.txt
P150696,http://documents.worldbank.org/curated/en/571991468000614527/text/PAD1263-PAD-P150696-R2015-0115-1-Box391466B-OUO-9.txt
P150754,http://documents.worldbank.org/curated/en/216571468018596777/text/PAD11950PAD0P1010Box385415B00OUO090.txt
P150827,http://documents.worldbank.org/curated/en/793131468030262544/text/PAD11670PAD0P1010Box385443B00OUO090.txt
P150844,http://documents.worldbank.org/curated/en/276661467995073571/text/PAD1609-PAD-P150844-OUO-9-IDA-R2016-0036-1.txt
P150922,http://documents.worldbank.org/curated/en/588581680218797833/text/Ethiopia-Public-Financial-Management-Project.txt
P150929,http://documents.worldbank.org/curated/en/152931468226763689/text/PAD12920PAD0P1010Box385454B00OUO090.txt
P150930,http://documents.worldbank.org/curated/en/382561467999679050/text/PAD1208-PAD-P150930-R2015-0121-1-Box391474B-OUO-9.txt
P150938,http://documents.worldbank.org/curated/en/509081468000596623/text/PAD1155-PAD-P150938-IDA-R2015-0129-1-Box391445B-OUO-9.txt
P150991,http://documents.worldbank.org/curated/en/362471473187991734/text/IDAR2016-0221-PAD-09012016.txt
P151030,http://documents.worldbank.org/curated/en/385911488207546505/text/Tunisia-Integrated-Landscape-Mgt-PAD-02232017.txt
P151058,http://documents.worldbank.org/curated/en/502511468197386812/text/PAD1201-PAD-P151058-Box394866B-OUO-9-IDA-R2016-0024-1.txt
P151059,http://documents.worldbank.org/curated/en/935731467995788388/text/PAD1445-PAD-P151059-R2016-0017-1-Box394856B-OUO-9.txt
P151072,http://documents.worldbank.org/curated/en/700081501984847391/text/INDIA-PAD-07172017.txt
P151075,http://documents.worldbank.org/curated/en/454401610485927628/text/Pakistan-Community-Support-Project-CASA-1000.txt
P151077,http://documents.worldbank.org/curated/en/951121467993211828/text/PAD1319-PAD-P151077-R2015-0227-1-Box393255B-OUO-9.txt
P151083,http://documents.worldbank.org/curated/en/348781468188338972/text/PAD1254-PAD-P151083-IDA-R2015-0245-1-Box393199B-OUO-9.txt
