projectid,txturl
P096019,http://documents.worldbank.org/curated/en/238081468292888056/text/39322main.txt
P096021,http://documents.worldbank.org/curated/en/784371468041359965/text/482350PAD0P096101Official0use0only1.txt
P096023,http://documents.worldbank.org/curated/en/549041468042559390/text/407250PAD0P0961E0ONLY10R20081018011.txt
P096056,http://documents.worldbank.org/curated/en/354281468013495956/text/38718.txt
P096058,http://documents.worldbank.org/curated/en/783711468204246596/text/36383main0GEF1R20071002311.txt
P096105,http://documents.worldbank.org/curated/en/841141468334484642/text/39571.txt
P096131,http://documents.worldbank.org/curated/en/242281468350152380/text/33861.txt
P096151,http://documents.worldbank.org/curated/en/417621468110347639/text/38436.txt
P096158,http://documents.worldbank.org/curated/en/422321468215691223/text/33018.txt
P096174,http://documents.worldbank.org/curated/en/582921468107361525/text/38670main.txt
P096181,http://documents.worldbank.org/curated/en/477621468277481000/text/35870.txt
P096198,http://documents.worldbank.org/curated/en/366111468291625367/text/39344main0NE0idar20071015511.txt
P096200,http://documents.worldbank.org/curated/en/100261468199776713/text/356300rev0pdf.txt
P096207,http://documents.worldbank.org/curated/en/924551468309269514/text/38713.txt
P096213,http://documents.worldbank.org/curated/en/675291468209666279/text/37805.txt
P096214,http://documents.worldbank.org/curated/en/761201468106436439/text/35324.txt
P096248,http://documents.worldbank.org/curated/en/848501468051238474/text/335850rev0pdf.txt
P096262,http://documents.worldbank.org/curated/en/270731468317086497/text/35720.txt
P096263,http://documents.worldbank.org/curated/en/473171468202742737/text/38354.txt
P096285,http://documents.worldbank.org/curated/en/296171468023936396/text/36170main0CN0R20071010411.txt
P096302,http://documents.worldbank.org/curated/en/533771468312619886/text/479260PAD0P096101Official0Use0Only1.txt
P096323,http://documents.worldbank.org/curated/en/324471468255277358/text/434000PAD0P09617372B01off0use0only1.txt
P096328,http://documents.worldbank.org/curated/en/716621468059945120/text/35058.txt
P096332,http://documents.worldbank.org/curated/en/909551468059080025/text/375350IDA1R20071000411.txt
P096336,http://documents.worldbank.org/curated/en/838711468045015559/text/38457.txt
P096360,http://documents.worldbank.org/curated/en/548141468203944505/text/428640PAD0P0961nly10IDAR20081023811.txt
P096367,http://documents.worldbank.org/curated/en/483581468272446062/text/407760KE.txt
P096400,http://documents.worldbank.org/curated/en/516991468108880786/text/34909.txt
P096407,http://documents.worldbank.org/curated/en/420311468008746849/text/493680PAD0P096101Official0Use0only1.txt
P096409,http://documents.worldbank.org/curated/en/574881468278086245/text/39107.txt
P096418,http://documents.worldbank.org/curated/en/678831468173395718/text/398670PAD0P0961ly10IDA1R20081004311.txt
P096439,http://documents.worldbank.org/curated/en/474301468060538934/text/383530IDA1SecM200710430.txt
P096481,http://documents.worldbank.org/curated/en/831321468270016226/text/462160PAD0P096101Official0Use0Only1.txt
P096482,http://documents.worldbank.org/curated/en/506271468017459217/text/35555.txt
P096532,http://documents.worldbank.org/curated/en/474941468040545996/text/467410PAD0P096101Official0Use0Only1.txt
P096556,http://documents.worldbank.org/curated/en/275171468024534000/text/397810PAD0P0961E0ONLY10R20081023211.txt
P096572,http://documents.worldbank.org/curated/en/268821468110347872/text/394890PAD0P0961nly10IDAR20081022111.txt
P096586,http://documents.worldbank.org/curated/en/154071468173974130/text/586250PAD0P0961only1910BOX0358346B0.txt
P096605,http://documents.worldbank.org/curated/en/538071468027543379/text/34235.txt
P096643,http://documents.worldbank.org/curated/en/246941468007501204/text/35480.txt
P096647,http://documents.worldbank.org/curated/en/456971468258864133/text/33893.txt
P096648,http://documents.worldbank.org/curated/en/236521468096577432/text/468300PAD0P0961ly10IDA1R20081032611.txt
P096707,http://documents.worldbank.org/curated/en/965181468011427421/text/464880PAD0P096101Official0Use0Only1.txt
P096745,http://documents.worldbank.org/curated/en/928841468283496526/text/510160PJPR0P09101Official0Use0Only1.txt
P096777,http://documents.worldbank.org/curated/en/384831468328199904/text/37855.txt
P096801,http://documents.worldbank.org/curated/en/400131468109440049/text/36341.txt
P096812,http://documents.worldbank.org/curated/en/248391468011418750/text/411990PAD0P096101Official0Use0Only1.txt
P096823,http://documents.worldbank.org/curated/en/860331468307514017/text/389210PAD0P0961e0only10R20081003211.txt
P096858,http://documents.worldbank.org/curated/en/286211468309840911/text/428000PAD0P09617369B01off0use0only1.txt
P096861,http://documents.worldbank.org/curated/en/845041468132589927/text/34924.txt
P096920,http://documents.worldbank.org/curated/en/293921468263106443/text/509760PAD0P09611Offficial0Use0Only1.txt
P096921,http://documents.worldbank.org/curated/en/257511468043168300/text/421090PAD0P09610and0IDAR20081010811.txt
P096923,http://documents.worldbank.org/curated/en/982261468261891456/text/468720PAD0P096101Official0Use0Only1.txt
P096925,http://documents.worldbank.org/curated/en/669221469672178995/text/rep0no041326R20081003011.txt
P096926,http://documents.worldbank.org/curated/en/224621468221970375/text/450320PAD0P096101Official0Use0Only1.txt
P096931,http://documents.worldbank.org/curated/en/549661468176342190/text/428890PAD0P0961ly10IDA1R20081020811.txt
P096965,http://documents.worldbank.org/curated/en/889641468260939127/text/38508.txt
P096993,http://documents.worldbank.org/curated/en/133151468266649659/text/431070PAD0P096101official0use0only1.txt
P096998,http://documents.worldbank.org/curated/en/132161468040173223/text/40504010KZ.txt
P097104,http://documents.worldbank.org/curated/en/516191468267341891/text/39299.txt
P097141,http://documents.worldbank.org/curated/en/208311468301517298/text/382600Replacement0Box317492B01PUBLIC1.txt
P097181,http://documents.worldbank.org/curated/en/582281468104945635/text/36860.txt
P097201,http://documents.worldbank.org/curated/en/482781468211481560/text/39645.txt
P097271,http://documents.worldbank.org/curated/en/485081468256148712/text/34321.txt
P097329,http://documents.worldbank.org/curated/en/627981468334825477/text/390120PAD0P09717374B01off0use0only1.txt
P097402,http://documents.worldbank.org/curated/en/185531468067730523/text/33876.txt
P097535,http://documents.worldbank.org/curated/en/909291468258865353/text/332030rev.txt
P097604,http://documents.worldbank.org/curated/en/924271468125379291/text/39027optmzd.txt
P097605,http://documents.worldbank.org/curated/en/489261468041945402/text/38148core.txt
P097635,http://documents.worldbank.org/curated/en/102001468047683592/text/35430.txt
P097671,http://documents.worldbank.org/curated/en/313491468301136380/text/409930PAD0P0971ly10IDA1R20081003711.txt
P097818,http://documents.worldbank.org/curated/en/991351468106465934/text/483470Revised01ly10GEF1R20091002011.txt
P097921,http://documents.worldbank.org/curated/en/804331468099266392/text/37299.txt
P097974,http://documents.worldbank.org/curated/en/952311468215381642/text/432110PAD0P09717632B01off0use0only1.txt
P097975,http://documents.worldbank.org/curated/en/315501468030529802/text/35784.txt
P097985,http://documents.worldbank.org/curated/en/836041468284094842/text/546120PAD0P097101Official0use0only1.txt
P098031,http://documents.worldbank.org/curated/en/390151468256451634/text/37790.txt
P098052,http://documents.worldbank.org/curated/en/948371468049447298/text/34610.txt
P098078,http://documents.worldbank.org/curated/en/231161468017381564/text/454370PAD0P098101Official0use0only1.txt
P098093,http://documents.worldbank.org/curated/en/860441468037148293/text/37224.txt
P098132,http://documents.worldbank.org/curated/en/776861468256511314/text/476130PAD0P098101Official0Use0Only1.txt
P098146,http://documents.worldbank.org/curated/en/555281468013775549/text/398310BD0IDA1R20071015911.txt
P098151,http://documents.worldbank.org/curated/en/625231468014448553/text/450550PAD0P098101Official0Use0Only1.txt
P098217,http://documents.worldbank.org/curated/en/653781468037730670/text/365130GE0IDA1SecM200610548.txt
P098248,http://documents.worldbank.org/curated/en/794071468000607361/text/391720PAD0P09810810009110Box372374B.txt
P098273,http://documents.worldbank.org/curated/en/194341468199794100/text/354940IDA1R200110disclosed0June0161.txt
P098328,http://documents.worldbank.org/curated/en/829611468284666588/text/39193.txt
P098378,http://documents.worldbank.org/curated/en/890271468017049609/text/37871.txt
P098410,http://documents.worldbank.org/curated/en/559651468132588776/text/35957.txt
P098423,http://documents.worldbank.org/curated/en/524761468288338567/text/38120.txt
P098426,http://documents.worldbank.org/curated/en/659331468053107758/text/35212.txt
P098459,http://documents.worldbank.org/curated/en/465391468052846159/text/493320PAD0P098101Official0Use0Only1.txt
P098496,http://documents.worldbank.org/curated/en/724241468175492425/text/407750PAD0P09817369B01off0use0only1.txt
P098531,http://documents.worldbank.org/curated/en/380871468250826325/text/363640HT.txt
P098538,http://documents.worldbank.org/curated/en/534141468030626664/text/546010PAD0P0981OFFICIAL0USE0ONLY191.txt
P098654,http://documents.worldbank.org/curated/en/693111468023328662/text/479070PAD0P098101Official0Use0Only1.txt
P098850,http://documents.worldbank.org/curated/en/312451468032092427/text/341790rev0pdf.txt
P098889,http://documents.worldbank.org/curated/en/920011468304526077/text/39494.txt
P098915,http://documents.worldbank.org/curated/en/381981468220148045/text/550160PAD0P098101Official0Use0Only1.txt
P098926,http://documents.worldbank.org/curated/en/639341468105533300/text/35446.txt
P098948,http://documents.worldbank.org/curated/en/565101468248376167/text/38157.txt
P098949,http://documents.worldbank.org/curated/en/245461468276858941/text/366110init0rev0pdf.txt
P098956,http://documents.worldbank.org/curated/en/634011468007844238/text/360960rev0pdf.txt
P099047,http://documents.worldbank.org/curated/en/219101468268193752/text/39697.txt
P099051,http://documents.worldbank.org/curated/en/843421468198548669/text/38464.txt
P099062,http://documents.worldbank.org/curated/en/922831468236961033/text/408420PAD0P0991e0only10R20081012711.txt
P099112,http://documents.worldbank.org/curated/en/994771468218978379/text/426420PAD0P0991e0only10R20081005911.txt
P099126,http://documents.worldbank.org/curated/en/181381468017437099/text/437280PAD0P09917379B01OFF0USE0ONLY1.txt
P099139,http://documents.worldbank.org/curated/en/412611468240884044/text/383340PAD0P09910ONLY10SecM200810534.txt
P099185,http://documents.worldbank.org/curated/en/712471468044130440/text/35248.txt
P099201,http://documents.worldbank.org/curated/en/988391468209664488/text/354471AZ0judicial0mod.txt
P099211,http://documents.worldbank.org/curated/en/567671468125070311/text/413450PAD0P09917369B01off0use0only1.txt
P099224,http://documents.worldbank.org/curated/en/766341468011447021/text/423930PAD0P09917369B01off0use0only1.txt
P099231,http://documents.worldbank.org/curated/en/154781468131959528/text/36222.txt
P099270,http://documents.worldbank.org/curated/en/486231468273029850/text/440680PAD0P099101Official0Use0Only1.txt
P099296,http://documents.worldbank.org/curated/en/500641468323052350/text/41409optmzd0NP.txt
P099321,http://documents.worldbank.org/curated/en/815791468277155697/text/37153.txt
P099357,http://documents.worldbank.org/curated/en/136331468104057221/text/432330PAD0P099101Official0Use0Only1.txt
P099369,http://documents.worldbank.org/curated/en/187921468231566534/text/443290PAD0BR0R10910014120Box334128B.txt
P099453,http://documents.worldbank.org/curated/en/800201468048308741/text/34623.txt
P099460,http://documents.worldbank.org/curated/en/152991468174270860/text/471120PAD0P099101Official0Use0Only1.txt
P099469,http://documents.worldbank.org/curated/en/896241468225276170/text/420620PAD0Box310only10SecM200910446.txt
P099542,http://documents.worldbank.org/curated/en/644371468066527796/text/377120PK0SecM200710255.txt
P099585,http://documents.worldbank.org/curated/en/395741468204557701/text/36334.txt
P099626,http://documents.worldbank.org/curated/en/405911468270272068/text/620700PAD0P0990e0only0900BOX361483B.txt
P099630,http://documents.worldbank.org/curated/en/790531468212079223/text/383610IDA1R20071003411.txt
P099751,http://documents.worldbank.org/curated/en/635681468219912790/text/532830PAD0P099101Official0Use0Only1.txt
P099757,http://documents.worldbank.org/curated/en/605371468038950629/text/414200PAD0P09910810011110Box327374B.txt
P099808,http://documents.worldbank.org/curated/en/339381468031148520/text/35653.txt
P099811,http://documents.worldbank.org/curated/en/649031468335388500/text/36182.txt
P099832,http://documents.worldbank.org/curated/en/997131468002978844/text/353920rev0pdf.txt
P099833,http://documents.worldbank.org/curated/en/443871468230125647/text/463530PAD0P0991LY10IDA1R20081030711.txt
P099840,http://documents.worldbank.org/curated/en/212421468303858181/text/482320PAD0P099101Official0Use0Only1.txt
P099841,http://documents.worldbank.org/curated/en/747681468275367614/text/36158.txt
P099894,http://documents.worldbank.org/curated/en/664341468241792845/text/37378.txt
P099895,http://documents.worldbank.org/curated/en/279951468235155928/text/421220PAD0P099101Official0Use0Only1.txt
P099918,http://documents.worldbank.org/curated/en/979391468249254002/text/38600.txt
P099924,http://documents.worldbank.org/curated/en/689701468221370750/text/423140PAD0P0991nly10IDAR20081004411.txt
P099930,http://documents.worldbank.org/curated/en/141111468062955070/text/466760PAD0MZ0P101Official0Use0Only1.txt
P099979,http://documents.worldbank.org/curated/en/627431468260101901/text/568370PAD0P0990e0only0900BOX361497B.txt
P099992,http://documents.worldbank.org/curated/en/341451468010911364/text/35588.txt
P100026,http://documents.worldbank.org/curated/en/619841468277486039/text/36973.txt
P100047,http://documents.worldbank.org/curated/en/513261468246919419/text/466950PAD0R200101OFFICIAL0USE0ONLY1.txt
P100101,http://documents.worldbank.org/curated/en/397381468258579811/text/433780PAD0P100101Official0Use0Only1.txt
P100198,http://documents.worldbank.org/curated/en/468421468141271605/text/395920GLB.txt
P100218,http://documents.worldbank.org/curated/en/876761468044076819/text/36649.txt
P100273,http://documents.worldbank.org/curated/en/667531468002655224/text/t7677.txt
P100304,http://documents.worldbank.org/curated/en/707841468259747921/text/644250PAD0P1000Official0Use0Only090.txt
P100311,http://documents.worldbank.org/curated/en/114901468303005819/text/431200PAD0P1001ly10IDA1R20081022311.txt
P100314,http://documents.worldbank.org/curated/en/361321468340792065/text/362210public06116.txt
P100332,http://documents.worldbank.org/curated/en/732231468205762761/text/38312.txt
P100383,http://documents.worldbank.org/curated/en/405561468311438557/text/38764.txt
P100390,http://documents.worldbank.org/curated/en/194731468104646411/text/38147core.txt
P100406,http://documents.worldbank.org/curated/en/489161468023652726/text/453130PAD0P10310910002110Box334133B.txt
P100438,http://documents.worldbank.org/curated/en/426741468045052662/text/481140PAD0P1001OFFICIAL0USE0ONLY191.txt
P100455,http://documents.worldbank.org/curated/en/423691468218097570/text/502810PAD0Box31e0only10R20101011111.txt
P100530,http://documents.worldbank.org/curated/en/905651468051855846/text/543430PAD0P100101Official0Use0Only1.txt
P100534,http://documents.worldbank.org/curated/en/295811468273309685/text/412180PAD0P100101official0use0only1.txt
P100546,http://documents.worldbank.org/curated/en/860341468040539844/text/415780PAD0P10010810102110Box327374B.txt
P100580,http://documents.worldbank.org/curated/en/728031468128995399/text/409840PAD0UA0P101Official0Use0Only1.txt
P100582,http://documents.worldbank.org/curated/en/797851468207849455/text/38763.txt
P100584,http://documents.worldbank.org/curated/en/438741468041655041/text/486800PAD0P1001B1Official0Use0Only1.txt
P100619,http://documents.worldbank.org/curated/en/186371468036343928/text/39750.txt
P100620,http://documents.worldbank.org/curated/en/827841468025803662/text/476340PAD0ZR0P101Official0Use0Only1.txt
P100635,http://documents.worldbank.org/curated/en/520631468098683026/text/433450PAD0P10017369B01off0use0only1.txt
P100638,http://documents.worldbank.org/curated/en/230101468143706005/text/40998010RO.txt
P100639,http://documents.worldbank.org/curated/en/230571468025814517/text/41212.txt
P100657,http://documents.worldbank.org/curated/en/426541468021257878/text/386040REVISED0110200810R20081022112.txt
P100735,http://documents.worldbank.org/curated/en/213841468034444712/text/409990PAD0P1001and0IDA1R20081025511.txt
P100766,http://documents.worldbank.org/curated/en/977691468038357317/text/37724.txt
P100785,http://documents.worldbank.org/curated/en/472281468204838204/text/39383.txt
P100789,http://documents.worldbank.org/curated/en/390121468253190927/text/38128.txt
P100792,http://documents.worldbank.org/curated/en/766231468199142400/text/403810BA.txt
P100806,http://documents.worldbank.org/curated/en/924471468212375840/text/414040PAD0P1001e0only10R20081003511.txt
P100916,http://documents.worldbank.org/curated/en/748861468172173399/text/388610PAD0P10017369B01off0use0only1.txt
P100929,http://documents.worldbank.org/curated/en/583031468760192313/text/382590IDA1R20071004711.txt
P100954,http://documents.worldbank.org/curated/en/440031468284093654/text/520700PAD0Box31e0only10R20101009411.txt
P100968,http://documents.worldbank.org/curated/en/699871468023959538/text/421000PAD0P100101Official0Use0Only1.txt
P101076,http://documents.worldbank.org/curated/en/114381468093838016/text/527920PAD0P101101Official0Use0Only1.txt
P101084,http://documents.worldbank.org/curated/en/799231468006307955/text/418670PAD0P1011ly10IDA1R20081002611.txt
P101103,http://documents.worldbank.org/curated/en/592481468248083573/text/466940PAD0Egyp101Official0Use0Only1.txt
P101156,http://documents.worldbank.org/curated/en/854641468216605838/text/423660PAD0P1011LY10IDA1R20081029711.txt
P101160,http://documents.worldbank.org/curated/en/733371468223475347/text/472600PAD0P101101Official0Use0Only1.txt
P101170,http://documents.worldbank.org/curated/en/481781468005461184/text/39656.txt
P101171,http://documents.worldbank.org/curated/en/710691467999098109/text/441500PAD0P1011e0only10R20081014211.txt
P101190,http://documents.worldbank.org/curated/en/884171468004775369/text/416520PAD0P1011E0ONLY10R20081019911.txt
P101201,http://documents.worldbank.org/curated/en/921871468248665474/text/520520PAD0P101101Official0Use0Only1.txt
P101206,http://documents.worldbank.org/curated/en/859371468006307106/text/41498optmzd01BO.txt
P101209,http://documents.worldbank.org/curated/en/650931468274218421/text/435390PAD0P10117376B01OFF0USE0ONLY1.txt
P101211,http://documents.worldbank.org/curated/en/601961468024628902/text/453770PAD0P1011E0ONLY10R20081025411.txt
P101213,http://documents.worldbank.org/curated/en/421131467997629032/text/39384main0BA0IDA1R20071015111.txt
P101214,http://documents.worldbank.org/curated/en/647821468292494625/text/523920PAD0P101101Official0Use0only1.txt
P101216,http://documents.worldbank.org/curated/en/957211468089129146/text/39665.txt
P101218,http://documents.worldbank.org/curated/en/518531468255853662/text/405140HN.txt
P101258,http://documents.worldbank.org/curated/en/869841468027534520/text/451640PAD0P101101Official0Use0Only1.txt
P101279,http://documents.worldbank.org/curated/en/105071468022429608/text/485920PAD0P101101Official0Use0Only1.txt
P101289,http://documents.worldbank.org/curated/en/167621468320931667/text/723780PAD0P1010Official0Use0Only090.txt
P101298,http://documents.worldbank.org/curated/en/103021468006913048/text/412020BO.txt
P101322,http://documents.worldbank.org/curated/en/541081468037573868/text/418660PAD0P1011ly10IDA1R20081003311.txt
P101324,http://documents.worldbank.org/curated/en/157921468227649523/text/432320PAD0P101101official0use0only1.txt
P101336,http://documents.worldbank.org/curated/en/316771468229474850/text/549710PAD01off1ly10IDA1R20101038411.txt
P101369,http://documents.worldbank.org/curated/en/994381468122378702/text/519250PAD0P101101Official0Use0Only1.txt
P101414,http://documents.worldbank.org/curated/en/717871468288667153/text/515760PAD0P1010e0only0900BOX358362B.txt
P101415,http://documents.worldbank.org/curated/en/825191468305338767/text/537740PAD0P1011y100IDA1R20101014511.txt
P101426,http://documents.worldbank.org/curated/en/304801468228888817/text/412510BO.txt
P101432,http://documents.worldbank.org/curated/en/370671468319159969/text/39864.txt
P101434,http://documents.worldbank.org/curated/en/483321468098381917/text/431620PAD0P101101official0use0only1.txt
P101446,http://documents.worldbank.org/curated/en/451021468273915117/text/440590PAD0P10117391B01OFF0USE0ONLY1.txt
P101456,http://documents.worldbank.org/curated/en/487921468263672661/text/36778-LR.txt
P101473,http://documents.worldbank.org/curated/en/218751468023442647/text/391190ET0IDA1R20071006911.txt
P101474,http://documents.worldbank.org/curated/en/682931468031583456/text/433790PAD0P1011ly10IDA1R20081012711.txt
P101504,http://documents.worldbank.org/curated/en/660981468229500356/text/511850PAD0P1011Official0Use0Only191.txt
P101508,http://documents.worldbank.org/curated/en/282661468017376207/text/463970PAD0P101101Official0Use0Only1.txt
P101525,http://documents.worldbank.org/curated/en/268631468018632481/text/PAD6170P101525010Box385199B00OUO090.txt
P101578,http://documents.worldbank.org/curated/en/188501468081535306/text/744450PAD0P1010official0use0only090.txt
P101614,http://documents.worldbank.org/curated/en/783481468266083961/text/510600PAD0P101101Official0Use0Only1.txt
P101645,http://documents.worldbank.org/curated/en/401371468313491911/text/40771.txt
P101650,http://documents.worldbank.org/curated/en/358181468260107377/text/475720PAD0P1011ly10IDA1R20091024011.txt
P101653,http://documents.worldbank.org/curated/en/263021468035342136/text/419680PAD0P1011e0only10R20081003411.txt
P101684,http://documents.worldbank.org/curated/en/945571468087852096/text/480940PAD0P101101Official0Use0Only1.txt
P101716,http://documents.worldbank.org/curated/en/215141468028810268/text/490180PAD0P101101Official0Use0Only1.txt
P101745,http://documents.worldbank.org/curated/en/426821468018032153/text/400280PAD0P1011nly10IDAR20081003411.txt
P101750,http://documents.worldbank.org/curated/en/523511468265780351/text/433510PAD0P1011ly10IDA1R20081017111.txt
P101829,http://documents.worldbank.org/curated/en/311451468220782318/text/462910PAD0P101101Official0Use0Only1.txt
P101852,http://documents.worldbank.org/curated/en/389591468030671343/text/39198.txt
P101928,http://documents.worldbank.org/curated/en/296201468273026880/text/41457optmzd0P1019280R20071024611.txt
P101964,http://documents.worldbank.org/curated/en/540461468298451538/text/37772.txt
P101988,http://documents.worldbank.org/curated/en/854231468025141515/text/421240PAD0P1011E0ONLY10R20081018811.txt
P102000,http://documents.worldbank.org/curated/en/514181468254355062/text/473240PAD0CORR10BOX338916B01PUBLIC1.txt
P102031,http://documents.worldbank.org/curated/en/201931468279875705/text/420420PAD0P10217365B01off0use0only1.txt
P102117,http://documents.worldbank.org/curated/en/771551468207852302/text/409730PAD0P1021ly10IDASecM200810177.txt
P102119,http://documents.worldbank.org/curated/en/945101468334144163/text/463430PAD0P102101Official0Use0Only1.txt
P102172,http://documents.worldbank.org/curated/en/373041468122338761/text/461150PAD0P102101Official0Use0Only1.txt
P102174,http://documents.worldbank.org/curated/en/356181468264528568/text/41307.txt
P102177,http://documents.worldbank.org/curated/en/984331468038349333/text/507680PAD0P102101Official0Use0Only1.txt
P102262,http://documents.worldbank.org/curated/en/852011468334465983/text/388550TZ0IDA1R20071005111.txt
P102284,http://documents.worldbank.org/curated/en/192201468216606460/text/422490PAD0Box31ly10IDA1R20081017411.txt
P102299,http://documents.worldbank.org/curated/en/974731468006315852/text/431120PAD0P1021e0only10R20081014311.txt
P102329,http://documents.worldbank.org/curated/en/393431468051292577/text/584050PAD0P1021OFFICIAL0USE0ONLY191.txt
P102330,http://documents.worldbank.org/curated/en/460491468267009133/text/624690PAD0IDA00Official0Use0Only090.txt
P102365,http://documents.worldbank.org/curated/en/518361468026676405/text/445390Replacem1334114B0R20081024512.txt
P102368,http://documents.worldbank.org/curated/en/500121468199172766/text/467570PAD0P102101Official0Use0Only1.txt
P102376,http://documents.worldbank.org/curated/en/115591468026981205/text/566040PAD0P1023760IDA1R20111000211.txt
P102396,http://documents.worldbank.org/curated/en/596501468287113854/text/432560PAD0P10217391B01OFF0USE0ONLY1.txt
P102398,http://documents.worldbank.org/curated/en/627471468045568593/text/521400PAD0P102101Official0Use0Only1.txt
P102459,http://documents.worldbank.org/curated/en/973891468336580921/text/582640PAD0P10210only1910BOX358312B0.txt
P102479,http://documents.worldbank.org/curated/en/310081468016776745/text/493040PAD0P102101Official0Use0Only1.txt
P102487,http://documents.worldbank.org/curated/en/707511468040481758/text/468230PAD0P102101Official0Use0Only1.txt
P102527,http://documents.worldbank.org/curated/en/825121468060290622/text/492890PAD0GPOB101Official0Use0Only1.txt
P102547,http://documents.worldbank.org/curated/en/961531468041437870/text/411140PAD0P1021ly10IDA1R20081008611.txt
P102549,http://documents.worldbank.org/curated/en/612621468259774005/text/484700PAD0IDA11C0disclosed031181101.txt
P102608,http://documents.worldbank.org/curated/en/582481468325217093/text/475910PAD0P102101Official0Use0Only1.txt
P102624,http://documents.worldbank.org/curated/en/183211468042339900/text/437270PAD0P1021OFFICIAL0USE0ONLY191.txt
P102627,http://documents.worldbank.org/curated/en/329231468284089936/text/719250PAD0Buff0se0Only090Box367902B.txt
P102732,http://documents.worldbank.org/curated/en/793631468261874794/text/445370PAD0P1021and0GEF1R20081002211.txt
P102733,http://documents.worldbank.org/curated/en/802131468194364775/text/588090PAD0P102010Box379877B00OUO090.txt
P102768,http://documents.worldbank.org/curated/en/909001468267868302/text/38774.txt
P102771,http://documents.worldbank.org/curated/en/736261468044088591/text/421320PAD0corr101Official0Use0only1.txt
P102778,http://documents.worldbank.org/curated/en/966461468246319394/text/39219.txt
P102931,http://documents.worldbank.org/curated/en/953791468232497531/text/39105.txt
P103022,http://documents.worldbank.org/curated/en/104521468256148995/text/451860PAD0REPL1ILE0IDA1R20091008913.txt
P103037,http://documents.worldbank.org/curated/en/155911468273019836/text/541470PAD0P1031ly10IDA1R20101013511.txt
P103063,http://documents.worldbank.org/curated/en/897331468266980391/text/563410PAD0P1031e0only1910BOX353791B.txt
P103160,http://documents.worldbank.org/curated/en/509551468291941285/text/472880PAD0P103101Official0Use0Only1.txt
P103238,http://documents.worldbank.org/curated/en/453111468132887495/text/472090PAD0P103101Official0Use0Only1.txt
P103441,http://documents.worldbank.org/curated/en/467691468236082650/text/402700Chile0R20071017111.txt
P103457,http://documents.worldbank.org/curated/en/190691468040155969/text/383430IND0PAD0101OFFICIAL0USE0ONLY1.txt
P103470,http://documents.worldbank.org/curated/en/381761468079128771/text/583050PAD0P1030official0use0only090.txt
P103499,http://documents.worldbank.org/curated/en/565621468333315480/text/544570PAD0IDA1R20111003811.txt
P103539,http://documents.worldbank.org/curated/en/787121468036336927/text/39120main.txt
P103606,http://documents.worldbank.org/curated/en/327641468087883160/text/38898optmzd.txt
P103633,http://documents.worldbank.org/curated/en/399231468313495256/text/433990PAD0P10317372B01off0use0only1.txt
P103639,http://documents.worldbank.org/curated/en/307891468194651318/text/561450PAD0P1031M1PAD1Jul311091clean.txt
P103773,http://documents.worldbank.org/curated/en/613261468088486682/text/39633.txt
P103881,http://documents.worldbank.org/curated/en/703351468032146411/text/39570.txt
P103922,http://documents.worldbank.org/curated/en/703541468334820231/text/503530PAD0CORR101Official0Use0Only1.txt
P103950,http://documents.worldbank.org/curated/en/760591468271533100/text/418850PAD0P10317374B01off0use0only1.txt
P103974,http://documents.worldbank.org/curated/en/643161468053338211/text/471950PAD0P103101Official0Use0Only1.txt
P103999,http://documents.worldbank.org/curated/en/564051468014343642/text/546970PAD0P103101Official0Use0Only1.txt
P104015,http://documents.worldbank.org/curated/en/962331468053350208/text/593080PAD0P1041OFFICIAL0USE0ONLY191.txt
P104034,http://documents.worldbank.org/curated/en/985361468255853355/text/457910PAD0P1041LY10IDA1R20081032711.txt
P104041,http://documents.worldbank.org/curated/en/660531468019231802/text/417480PAD0P1041ly10IDA1R20081006511.txt
P104164,http://documents.worldbank.org/curated/en/600761468051290938/text/593930PAD0P1040se0only0900BOX361487.txt
P104257,http://documents.worldbank.org/curated/en/293231468319566358/text/417980PAD0P1041ly10IDAR200081006011.txt
P104265,http://documents.worldbank.org/curated/en/192371468057551166/text/430970PAD0P10417376B01OFF0USE0ONLY1.txt
P104266,http://documents.worldbank.org/curated/en/953411468312860085/text/487040PAD0P104101Official0Use0Only1.txt
P104357,http://documents.worldbank.org/curated/en/580071468040154671/text/383380IND0PAD1101OFFICIAL0USE0ONLY1.txt
P104405,http://documents.worldbank.org/curated/en/761431468099578593/text/493020PAD0GPOB101Official0Use0Only1.txt
P104456,http://documents.worldbank.org/curated/en/155771468010897585/text/439040PAD0P0101se0only10IDAR1019511.txt
P104467,http://documents.worldbank.org/curated/en/255391468205447152/text/38149.txt
P104523,http://documents.worldbank.org/curated/en/994571468212675222/text/40156.txt
P104525,http://documents.worldbank.org/curated/en/925231468224688197/text/426430PAD0P1041ly10IDA1r20081018111.txt
P104566,http://documents.worldbank.org/curated/en/818111468321281624/text/393070IDA1R20071022911.txt
P104567,http://documents.worldbank.org/curated/en/546601468240308475/text/R20070016701main.txt
P104670,http://documents.worldbank.org/curated/en/623281468015005022/text/465070PAD0P104101Official0Use0only1.txt
P104687,http://documents.worldbank.org/curated/en/806161468242641942/text/526880PAD0P104101Official0Use0Only1.txt
P104690,http://documents.worldbank.org/curated/en/385991468034144089/text/38540.txt
P104743,http://documents.worldbank.org/curated/en/362131468281376308/text/449300PAD0P104101Official0Use0Only1.txt
