variant,label,horizon,key,group,n_train,resid_train,n_test,resid_test,y_test,p_test
shape_office,schedule_slip_gt90,24,recipient_uei,DFVMS8LMNX65,5,-0.04711483269375855,4,-0.20620038784431746,0.0,0.20620038784431746
shape_office,schedule_slip_gt90,24,recipient_uei,DG3AB4E8R4D8,197,-0.02396528877020855,22,-0.02582811278024565,0.45454545454545453,0.4803735673257002
shape_office,schedule_slip_gt90,24,recipient_uei,DGB4YJSKHM25,13,-0.2698974522225164,3,-0.11057080923323699,0.3333333333333333,0.44390414256657035
shape_office,schedule_slip_gt90,24,recipient_uei,DGJPCQNPKTB4,5,0.15161825191818984,5,0.26776806451259927,0.4,0.1322319354874007
shape_office,schedule_slip_gt90,24,recipient_uei,DH5MZB13NAQ5,13,-0.22239493866520144,4,-0.018300592378140856,0.25,0.26830059237814086
shape_office,schedule_slip_gt90,24,recipient_uei,DHFLCHUB3JM9,7,0.014426092943260567,4,-0.3089516841799839,0.25,0.558951684179984
shape_office,schedule_slip_gt90,24,recipient_uei,DHJPU2QYVQK7,16,0.062319678232411385,5,0.2524602896215912,0.8,0.5475397103784088
shape_office,schedule_slip_gt90,24,recipient_uei,DHTAWQX4XBE1,23,-0.00018564989677133988,18,-0.00020656529009386207,0.0,0.00020656529009386207
shape_office,schedule_slip_gt90,24,recipient_uei,DJ6RJJYDQH65,5,-0.07142132342608482,5,-0.03893706045999055,0.8,0.8389370604599906
shape_office,schedule_slip_gt90,24,recipient_uei,DJUCEANK2KP4,5,0.20443234316923337,16,-0.12619789137837445,0.3125,0.43869789137837445
shape_office,schedule_slip_gt90,24,recipient_uei,DJXELKH2ADS9,12,0.08980331588356531,8,0.13833133148840832,0.875,0.7366686685115916
shape_office,schedule_slip_gt90,24,recipient_uei,DK6LPWMS5LP5,17,0.13490074288839687,19,-0.033516122623760476,0.42105263157894735,0.45456875420270787
shape_office,schedule_slip_gt90,24,recipient_uei,DKEDXW1LK5P3,5,0.030838099144594733,7,0.067410287058383,0.42857142857142855,0.3611611415130455
shape_office,schedule_slip_gt90,24,recipient_uei,DKJ1R5ABCN48,26,0.08458232634761229,7,0.21412073473858997,0.7142857142857143,0.5001649795471244
shape_office,schedule_slip_gt90,24,recipient_uei,DKJKYC2ZHEQ4,18,0.04766250373758813,6,0.41425506742539936,0.8333333333333334,0.4190782659079339
shape_office,schedule_slip_gt90,24,recipient_uei,DL9DNJ5MGXM4,19,-0.06063576493145423,4,-0.21092120424096772,0.25,0.4609212042409677
shape_office,schedule_slip_gt90,24,recipient_uei,DLHBUYNTJP71,7,-0.1600920337795273,5,-0.2862870379692158,0.2,0.4862870379692158
shape_office,schedule_slip_gt90,24,recipient_uei,DLWBSLWAJWR1,10,0.01098501007296187,3,0.3070048242409101,0.6666666666666666,0.35966184242575655
shape_office,schedule_slip_gt90,24,recipient_uei,DM3EW67JLQM1,9,0.2199201513376486,4,0.36582937920435954,0.75,0.38417062079564046
shape_office,schedule_slip_gt90,24,recipient_uei,DMFWBVTL9324,5,0.4316256893791913,11,0.29461727580577607,0.7272727272727273,0.4326554514669512
shape_office,schedule_slip_gt90,24,recipient_uei,DMG2MMNMUK46,51,0.017094584822367514,3,0.12413516617147496,0.6666666666666666,0.5425315004951917
shape_office,schedule_slip_gt90,24,recipient_uei,DMHDNDCPWUD1,14,0.23671052794952457,6,-0.0662233288838011,0.3333333333333333,0.39955666221713443
shape_office,schedule_slip_gt90,24,recipient_uei,DMHSJF9K3XP9,18,-0.06166352512462631,7,0.2188074535250719,0.42857142857142855,0.20976397504635666
shape_office,schedule_slip_gt90,24,recipient_uei,DMKEXJ8NQ4C5,51,-0.038789767302536936,37,0.013568975433821979,0.5405405405405406,0.5269715651067185
shape_office,schedule_slip_gt90,24,recipient_uei,DMT8JL111XK3,24,-0.08470910068393167,7,0.3486431725852198,0.5714285714285714,0.22278539884335163
shape_office,schedule_slip_gt90,24,recipient_uei,DMZ8ZKLXAN65,16,-0.0030036559001264257,8,0.07744818640096035,0.375,0.29755181359903965
shape_office,schedule_slip_gt90,24,recipient_uei,DN6TFNNHU3B3,12,0.0988122362380816,12,0.11741350630554925,0.5833333333333334,0.46591982702778406
shape_office,schedule_slip_gt90,24,recipient_uei,DN9VH9YLYSG3,5,-0.11631055849314056,8,0.3524061744763059,0.875,0.5225938255236942
shape_office,schedule_slip_gt90,24,recipient_uei,DNCTG2FNGBX8,44,-0.0005173597761753318,10,-0.000391431767842643,0.0,0.000391431767842643
shape_office,schedule_slip_gt90,24,recipient_uei,DNTFLGBMC6M4,8,-0.12923426648175557,3,0.6119130640413077,1.0,0.3880869359586922
shape_office,schedule_slip_gt90,24,recipient_uei,DP31KANLHAT1,6,0.18801288324339516,3,0.4300509934192349,1.0,0.5699490065807651
shape_office,schedule_slip_gt90,24,recipient_uei,DP3FAQE2UGT3,12,-0.06555743713500554,4,0.16972088514711,0.75,0.58027911485289
shape_office,schedule_slip_gt90,24,recipient_uei,DP5SRT1HDFA3,9,-0.16455460853118986,5,-0.017650543321841804,0.4,0.4176505433218418
shape_office,schedule_slip_gt90,24,recipient_uei,DPWAUL2H7JM9,5,-0.208088639083187,3,0.21284022455006632,0.6666666666666666,0.45382644211660034
shape_office,schedule_slip_gt90,24,recipient_uei,DQNLKMRXG8N5,62,-0.0053276857982516666,3,0.4236169992032511,1.0,0.5763830007967489
