GMPP ID Number,Project Name,AR Year,Quarter,Department,MPA RAG (Departmental RAG used if MPA RAG missing),Project - Start Date (Latest Approved Start Date),Project - End Date (Latest Approved End Date),FY Budget (£m) inc Non Gov,FY Forecast (£m) inc Non Gov,Budget Variance (£m),Budget Variance (%),TOTAL BUDGETED WHOLE LIFE COSTS including Non-Government Costs,Gov WLC,Non-Gov WLC,PROJECT CATEGORY,Project Length,Unique ID,Department Grouped,MPA RAG Grouped,Joiner,SRO,Description,source_workbook,snapshot_date,gmpp_id_norm,dca_source,wlc_source,end_source,project_key,name_norm,project_key_by_name,join_route,project_name,dca_published,wlc_baseline_gbp_m,end_date,_merge,matched
CO_0004_1112-Q1,National Citizen Service,AR 2015,1415-Q2,CO,Amber/Green,2011-10-01 00:00:00,2015-03-01 00:00:00,140,140,0,0,437,225,,Government Transformation and Service Delivery,3.4140999315537304,"CO_0004_1112-Q1,1415-Q2",CO,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,CO_0004_1112-Q1,Amber/Green,437.0,2015-03-01,CO::national citizen service,national citizen service,CO::national citizen service,name,National Citizen Service,Amber/Green,437.0,2015-03-01,both,True
CO_0005_1112-Q1,National Cyber Security Programme,AR 2015,1415-Q2,CO,Green,2011-04-01 00:00:00,2016-04-01 00:00:00,210,220,10,0.047619047619047616,859.9999999999999,859.9999999999999,,ICT,5.002053388090349,"CO_0005_1112-Q1,1415-Q2",CO,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,CO_0005_1112-Q1,Green,859.9999999999999,2016-04-01,CO::national cyber security programme,national cyber security programme,CO::national cyber security programme,name,National Cyber Security Programme,Green,860.0,2016-04-01,both,True
DCLG_0006_1112-Q4,Enterprise Zones Programme,AR 2015,1415-Q2,DCLG,Amber,2011-03-23 00:00:00,2038-03-31 00:00:00,220.3,220.3,0,0,228.3,,,Government Transformation and Service Delivery,27.02258726899384,"DCLG_0006_1112-Q4,1415-Q2",DCLG,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DCLG_0006_1112-Q4,Amber,228.3,2038-03-31,DCLG/MHCLG::enterprise zones programme,enterprise zones programme,DCLG/MHCLG::enterprise zones programme,name,Enterprise Zones Programme,Amber,228.3,2038-03-31,both,True
DCLG_0004_1112-Q1,The Future of Local Audit,AR 2015,1415-Q2,DCLG,Amber,2011-06-30 00:00:00,2012-11-01 00:00:00,45.08,12.08,-33,-0.7320319432120674,45.08,,,Government Transformation and Service Delivery,1.3415468856947297,"DCLG_0004_1112-Q1,1415-Q2",DCLG,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DCLG_0004_1112-Q1,Amber,45.08,2012-11-01,DCLG/MHCLG::the future of local audit,the future of local audit,DCLG/MHCLG::the future of local audit,name,The Future of Local Audit,Amber,45.08,2012-11-01,both,True
DCMS_0001_1112-Q1,Broadband Delivery Programme,AR 2015,1415-Q2,DCMS,Amber/Green,2010-12-06 00:00:00,2017-12-31 00:00:00,321.35,300.67,-20.680000000000007,-0.06435350863544424,792.3599999999999,,0,Infrastructure and Construction,7.069130732375085,"DCMS_0001_1112-Q1,1415-Q2",DCMS,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DCMS_0001_1112-Q1,Amber/Green,792.3599999999999,2017-12-31,DCMS::broadband delivery programme,broadband delivery programme,DCMS::broadband delivery programme,name,Broadband Delivery Programme,Amber/Green,792.36,2017-12-31,both,True
DCMS_0004_1112-Q1,The Tate Modern Project,AR 2015,1415-Q2,DCMS,Amber/Red,2010-01-01 00:00:00,2016-12-31 00:00:00,0,0,0,0%,215,,164.69,Infrastructure and Construction,6.997946611909651,"DCMS_0004_1112-Q1,1415-Q2",DCMS,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DCMS_0004_1112-Q1,Amber/Red,215.0,2016-12-31,DCMS::the tate modern project,the tate modern project,DCMS::the tate modern project,name,The Tate Modern Project,Amber/Red,215.0,2016-12-31,both,True
DCMS_0005_1112-Q1,World Conservation and Exhibitions Centre,AR 2015,1415-Q2,DCMS,Green,2008-03-31 00:00:00,2014-04-01 00:00:00,0,0,0,0%,135,,112.45,Infrastructure and Construction,6.0013689253935665,"DCMS_0005_1112-Q1,1415-Q2",DCMS,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DCMS_0005_1112-Q1,Green,135.0,2014-04-01,DCMS::world conservation and exhibitions centre,world conservation and exhibitions centre,DCMS::world conservation and exhibitions centre,name,World Conservation and Exhibitions Centre,Green,135.0,2014-04-01,both,True
DCMS_0006_1112-Q4,Mobile Infrastructure Project,AR 2015,1415-Q2,DCMS,Amber/Red,2011-10-01 00:00:00,2016-03-31 00:00:00,71.54,25.59,-45.95,-0.6422980150964496,157.11,,0,ICT,4.498288843258043,"DCMS_0006_1112-Q4,1415-Q2",DCMS,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DCMS_0006_1112-Q4,Amber/Red,157.11,2016-03-31,DCMS::mobile infrastructure project,mobile infrastructure project,DCMS::mobile infrastructure project,name,Mobile Infrastructure Project,Amber/Red,157.11,2016-03-31,both,True
DCMS_0007_1112-Q4,Urban Broadband Fund - Super-Connected City Initiative,AR 2015,1415-Q2,DCMS,Amber,2012-12-05 00:00:00,2015-03-31 00:00:00,117.58,107.24,-10.340000000000003,-0.08794012587174693,152.08,,0,Infrastructure and Construction,2.316221765913758,"DCMS_0007_1112-Q4,1415-Q2",DCMS,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DCMS_0007_1112-Q4,Amber,152.08,2015-03-31,DCMS::urban broadband fund super connected city initiative,urban broadband fund super connected city initiative,DCMS::urban broadband fund super connected city initiative,name,Urban Broadband Fund - Super-Connected City Initiative,Amber,152.08,2016-03-31,both,True
BIS_0010_1112-Q4,Project Eagle (formerly Urenco Future Options),AR 2015,1415-Q2,BEIS,Amber/Red,2010-02-01 00:00:00,2015-10-01 00:00:00,5.295,3.65,-1.645,-0.31067044381491976,23.725,,,Government transformation and Service Delivery,5.661875427789186,"BIS_0010_1112-Q4,1415-Q2",BEIS,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,BIS_0010_1112-Q4,Amber/Red,23.725,2015-10-01,BEIS lineage::project eagle,project eagle,BEIS lineage::project eagle,name,Project Eagle (formerly Urenco Future Options),Amber/Red,23.73,2015-10-01,both,True
DECC_0003_1112-Q1,Dounreay Parent Body Organisation (PBO) - Delivery Phase,AR 2015,1415-Q2,BEIS,Green,2009-09-21 00:00:00,2025-12-31 00:00:00,162.859020848896,162.859020848896,0,0,1678.2191815876342,,,Infrastructure and Construction,16.27652292950034,"DECC_0003_1112-Q1,1415-Q2",BEIS,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DECC_0003_1112-Q1,Green,1678.2191815876342,2025-12-31,BEIS lineage::dounreay parent body organisation delivery phase,dounreay parent body organisation delivery phase,BEIS lineage::dounreay parent body organisation delivery phase,name,Dounreay Parent Body Organisation (PBO) - Delivery Phase,Green,1678.22,2025-12-31,both,True
DECC_0004_1112-Q1,ELECTRICITY MARKET REFORM PROGRAMME,AR 2015,1415-Q2,BEIS,Amber,2010-12-16 00:00:00,2030-12-31 00:00:00,36.1,35.1,-1,-0.027700831024930747,47513.95,,47226.29,Government Transformation and Service Delivery,20.041067761806982,"DECC_0004_1112-Q1,1415-Q2",BEIS,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DECC_0004_1112-Q1,Amber,47513.95,2030-12-31,BEIS lineage::electricity market reform programme,electricity market reform programme,BEIS lineage::electricity market reform programme,name,Electricity Market Reform Programme,Amber,47513.95,2030-12-31,both,True
DECC_0005_1112-Q1,Geological Disposal Facility Programme (GDF),AR 2015,1415-Q2,BEIS,Amber,2008-06-12 00:00:00,2040-12-31 00:00:00,26.38,26.38,0,0,11252.48,,,Infrastructure and Construction,32.55304585900068,"DECC_0005_1112-Q1,1415-Q2",BEIS,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DECC_0005_1112-Q1,Amber,11252.48,2040-12-31,DECC_0005_1112-Q1,geological disposal facility programme,DECC_0005_1112-Q1,gmpp_id,Geological Disposal Facility Programme (GDF),Amber,11252.48,2040-12-31,both,True
DECC_0009_1112-Q1,Renewable Heat Incentive,AR 2015,1415-Q2,BEIS,Amber,2008-11-30 00:00:00,2014-12-01 00:00:00,231.79,233,1.210000000000008,0.005220242460848216,43658.13,,0,Government Transformation and Service Delivery,6.0013689253935665,"DECC_0009_1112-Q1,1415-Q2",BEIS,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DECC_0009_1112-Q1,Amber,43658.13,2014-12-01,BEIS lineage::renewable heat incentive,renewable heat incentive,BEIS lineage::renewable heat incentive,name,Renewable Heat Incentive,Amber,43658.13,2014-12-01,both,True
DECC_0010_1112-Q1,Smart Meters Implementation Programme,AR 2015,1415-Q2,BEIS,Amber,2009-12-02 00:00:00,2020-12-31 00:00:00,11.38,13.135,1.754999999999999,0.15421792618629165,19258,,19026.5736376336,Government Transformation and Service Delivery,11.080082135523615,"DECC_0010_1112-Q1,1415-Q2",BEIS,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DECC_0010_1112-Q1,Amber,19258.0,2020-12-31,DECC_0010_1112-Q1,smart meters implementation programme,DECC_0010_1112-Q1,gmpp_id,Smart Meters Implementation Programme,Amber,19258.0,2020-12-31,both,True
DECC_0011_1112-Q3,Carbon Capture & Storage Commercialisation Programme,AR 2015,1415-Q2,BEIS,Amber,2011-10-25 00:00:00,2050-03-31 00:00:00,Data Exempt under Section 43(2) of the Freedom of Information Act (2000),Data Exempt under Section 43(2) of the Freedom of Information Act (2000),Data Exempt under Section 43(2) of the Freedom of Information Act (2000),Data Exempt under Section 43(2) of the Freedom of Information Act (2000),Data Exempt under Section 43(2) of the Freedom of Information Act (2000),,exempt,Infrastructure and Construction,38.431211498973305,"DECC_0011_1112-Q3,1415-Q2",BEIS,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DECC_0011_1112-Q3,Amber,,2050-03-31,BEIS lineage::carbon capture and storage commercialisation programme,carbon capture and storage commercialisation programme,BEIS lineage::carbon capture and storage commercialisation programme,name,Carbon Capture & Storage Commercialisation Programme,Amber,,2050-03-31,both,True
DECC_0012_1213-Q1,FID Enabling for Hinkley Point C,AR 2015,1415-Q2,BEIS,Exempt,2011-09-01 00:00:00,2015-04-30 00:00:00,3.681,6.607,2.926,0.7948926922032057,14470.3336977171,,14451.9326977171,Infrastructure and Construction,3.6605065023956196,"DECC_0012_1213-Q1,1415-Q2",BEIS,Exempt,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DECC_0012_1213-Q1,EXEMPT,14470.3336977171,2015-04-30,BEIS lineage::fid enabling for hinkley point c,fid enabling for hinkley point c,BEIS lineage::fid enabling for hinkley point c,name,FID Enabling for Hinkley Point C,EXEMPT,14470.33,2015-04-30,both,True
DECC_0013_1213-Q1,Magnox & RSRL PBO Competition,AR 2015,1415-Q2,BEIS,Amber/Green,2012-04-03 00:00:00,2028-09-01 00:00:00,428,390,-38,-0.08878504672897196,3860,,,Infrastructure and Construction,16.413415468856947,"DECC_0013_1213-Q1,1415-Q2",BEIS,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DECC_0013_1213-Q1,Amber/Green,3860.0,2028-09-01,DECC_0013_1213-Q1,magnox and rsrl pbo competition,DECC_0013_1213-Q1,gmpp_id,Magnox & RSRL PBO Competition,Amber/Green,3860.0,2028-03-01,both,True
DEFRA_0001_1112-Q1,CAP Delivery Programme,AR 2015,1415-Q2,DEFRA,Amber/Red,2011-01-01 00:00:00,2016-12-01 00:00:00,54.593,52.834999999999994,-1.7580000000000098,-0.03220193065044987,154.789,,,Government transformation and Service Delivery,5.916495550992471,"DEFRA_0001_1112-Q1,1415-Q2",DEFRA,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DEFRA_0001_1112-Q1,Amber/Red,154.789,2016-12-01,DEFRA::cap delivery programme,cap delivery programme,DEFRA::cap delivery programme,name,CAP Delivery Programme,Amber/Red,154.79,2016-12-01,both,True
DECC_0014_1314-Q1,FID Enabling for Renewables,AR 2015,1415-Q2,BEIS,Amber,2012-12-17 00:00:00,2014-11-30 00:00:00,1.024,1.177,0.15300000000000002,0.14941406250000003,22486.1984836167,,22481.7244836167,Infrastructure and Construction,1.9520876112251881,"DECC_0014_1314-Q1,1415-Q2",BEIS,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DECC_0014_1314-Q1,Amber,22486.1984836167,2014-11-30,BEIS lineage::fid enabling for renewables,fid enabling for renewables,BEIS lineage::fid enabling for renewables,name,FID Enabling for Renewables,Amber,22486.2,2014-11-30,both,True
DEFRA_0004_1112-Q1,Thames Estuary Programme Phase 1 (TEP1),AR 2015,1415-Q2,DEFRA,Green,2010-04-01 00:00:00,2025-12-31 00:00:00,1.37,2.15,0.7799999999999998,0.5693430656934305,318.424,,,Infrastructure and Construction,15.75085557837098,"DEFRA_0004_1112-Q1,1415-Q2",DEFRA,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DEFRA_0004_1112-Q1,Green,318.424,2025-12-31,DEFRA::thames estuary asset management programme,thames estuary programme phase 1,DEFRA::thames estuary asset management programme,name,Thames Estuary Programme Phase 1 (TEP1),Green,318.42,2025-12-31,both,True
DEFRA_0005_1213-Q3,Thames Tideway Tunnel,AR 2015,1415-Q2,DEFRA,Amber/Red,2010-09-07 00:00:00,2023-12-31 00:00:00,2.48,2.48,0,0,Data Exempt under Section 43(2) of the Freedom of Information Act (2000),,exempt,Infrastructure and Construction,13.314168377823409,"DEFRA_0005_1213-Q3,1415-Q2",DEFRA,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DEFRA_0005_1213-Q3,Amber/Red,,2023-12-31,DEFRA::thames tideway tunnel,thames tideway tunnel,DEFRA::thames tideway tunnel,name,Thames Tideway Tunnel,Amber/Red,,2023-12-31,both,True
DFE_0001_1112-Q1,Building Schools for the Future (BSF),AR 2015,1415-Q2,DFE,Green,2004-04-01 00:00:00,2017-07-02 00:00:00,95,95,0,0,6283,,0,Infrastructure and Construction,13.25119780971937,"DFE_0001_1112-Q1,1415-Q2",DFE,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFE_0001_1112-Q1,Green,6283.0,2017-07-02,DFE::building schools for the future,building schools for the future,DFE::building schools for the future,name,Building Schools for the Future (BSF),Green,6283.0,2017-07-02,both,True
DFE_0004_1415-Q2,Priority School Building Programme - Capital,AR 2015,1415-Q2,DFE,Amber/Red,2011-07-19 00:00:00,2019-01-01 00:00:00,607.3,358.4,-248.89999999999998,-0.40984686316482793,2023.34,,,Infrastructure and Construction,7.455167693360712,"DFE_0004_1415-Q2,1415-Q2",DFE,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFE_0004_1415-Q2,Amber/Red,2023.34,2019-01-01,DFE::priority school building programme 1 capital,priority school building programme capital,DFE::priority school building programme 1 capital,name,Priority School Building Programme - Capital,Amber/Red,2023.34,2019-01-01,both,True
DFE_0005_1415-Q2,Priority School Building Programme - Private Finance,AR 2015,1415-Q2,DFE,Amber/Red,2011-07-19 00:00:00,2017-07-31 00:00:00,Data not provided by dept,Data not provided by dept,Data not provided by dept,Data not provided by dept,Data not provided by dept,,,Infrastructure and Construction,6.034223134839151,"DFE_0005_1415-Q2,1415-Q2",DFE,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFE_0005_1415-Q2,Amber/Red,,2017-07-31,DFE_0005_1415-Q2,priority school building programme private finance,DFE_0005_1415-Q2,gmpp_id,Priority School Building Programme - Private Finance,Amber/Red,,2017-07-31,both,True
DFID_0001_1112-Q1,St Helena Airport,AR 2015,1415-Q2,DFID,Amber/Green,2005-03-15 00:00:00,2026-08-31 00:00:00,33.54,34.57,1.0300000000000011,0.03070960047704237,445.17,,159.62,Infrastructure and Construction,21.462012320328544,"DFID_0001_1112-Q1,1415-Q2",DFID,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFID_0001_1112-Q1,Amber/Green,445.17,2026-08-31,DFID_0001_1112-Q1,st helena airport,DFID_0001_1112-Q1,gmpp_id,St Helena Airport,Amber/Green,445.17,2026-08-31,both,True
DFT_0001_1112-Q1,Crossrail,AR 2015,1415-Q2,DFT,Amber/Green,2008-07-22 00:00:00,2019-12-31 00:00:00,1083.5,1083.5,0,0,14714.37,,9478,Infrastructure and Construction,11.441478439425051,"DFT_0001_1112-Q1,1415-Q2",DFT,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFT_0001_1112-Q1,Amber/Green,14714.37,2019-12-31,DFT_0001_1112-Q1,crossrail,DFT_0001_1112-Q1,gmpp_id,Crossrail,Amber/Green,14714.37,2019-12-31,both,True
DFT_0015_1112-Q1,Shared Services Implementation Programme,AR 2015,1415-Q2,DFT,Amber/Red,2010-12-10 00:00:00,2015-10-01 00:00:00,21.7,23.91,2.210000000000001,0.10184331797235027,222.27,,0,ICT,4.80766598220397,"DFT_0015_1112-Q1,1415-Q2",DFT,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFT_0015_1112-Q1,Amber/Red,222.27,2015-10-01,DFT::shared services implementation programme,shared services implementation programme,DFT::shared services implementation programme,name,Shared Services Implementation Programme,Amber/Red,222.27,2015-10-01,both,True
DFT_0004_1112-Q1,High Speed Rail Programme,AR 2015,1415-Q2,DFT,Amber/Red,2011-02-28 00:00:00,2033-12-31 00:00:00,380.01,483.01,103,0.2710454988026631,42559.51,,0,Infrastructure and Construction,22.83915126625599,"DFT_0004_1112-Q1,1415-Q2",DFT,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFT_0004_1112-Q1,Amber/Red,42559.51,2033-12-31,DFT_0004_1112-Q1,high speed rail programme,DFT_0004_1112-Q1,gmpp_id,High Speed Rail Programme,Amber/Red,42559.51,2033-12-31,both,True
DFT_0005_1112-Q1,Intercity Express Programme (IEP),AR 2015,1415-Q2,DFT,Amber/Green,2005-06-01 00:00:00,2020-02-06 00:00:00,4,5.01,1.0099999999999998,0.25249999999999995,1308.35,,1222,Infrastructure and Construction,14.683093771389458,"DFT_0005_1112-Q1,1415-Q2",DFT,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFT_0005_1112-Q1,Amber/Green,1308.35,2020-02-06,DFT_0005_1112-Q1,intercity express programme,DFT_0005_1112-Q1,gmpp_id,Intercity Express Programme (IEP),Amber/Green,1308.35,2020-02-06,both,True
DFT_0009_1112-Q1,Periodic Review 2013 (Rail Investment Strategy - HLOS & SOFA),AR 2015,1415-Q2,DFT,Green,2011-08-17 00:00:00,2012-07-31 00:00:00,3164.93,2764.1000000000004,-1083.0299999999997,-0.28151635115007806,16840.61,,0,Infrastructure and Construction,0.9555099247091033,"DFT_0009_1112-Q1,1415-Q2",DFT,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFT_0009_1112-Q1,Green,16840.61,2012-07-31,DFT::periodic review 2013,periodic review 2013,DFT::periodic review 2013,name,Periodic Review 2013 (Rail Investment Strategy - HLOS & SOFA),Green,16840.61,2012-07-31,both,True
DFT_0014_1112-Q1,Search & Rescue Helicopters (SARH),AR 2015,1415-Q2,DFT,Amber/Green,2011-02-08 00:00:00,2017-09-08 00:00:00,0,0,0,0%,1923,,0,Infrastructure and Construction,6.581793292265571,"DFT_0014_1112-Q1,1415-Q2",DFT,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFT_0014_1112-Q1,Amber/Green,1923.0,2017-09-08,DFT::search and rescue helicopters,search and rescue helicopters,DFT::search and rescue helicopters,name,Search & Rescue Helicopters (SARH),Amber/Green,1923.0,2017-09-08,both,True
DH_0003_1112-Q1,"Brighton & Sussex University Hospitals NHS Trust (3Ts Programme - The development of a leading teaching, trauma and tertiary care centre)",AR 2015,1415-Q2,DH Capital,Amber/Green,2012-01-27 00:00:00,2021-12-24 00:00:00,28.125696,33.75,5.624303999999999,0.19997030473485877,445.7637826176787,,0,Infrastructure and Construction,9.908281998631075,"DH_0003_1112-Q1,1415-Q2",DH,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DH_0003_1112-Q1,Amber/Green,445.7637826176787,2021-12-24,DH/DHSC::brighton and sussex university hospitals nhs trust,brighton and sussex university hospitals nhs trust,DH/DHSC::brighton and sussex university hospitals nhs trust,name,"Brighton & Sussex University Hospitals NHS Trust (3Ts Programme - The development of a leading teaching, trauma and tertiary care centre)",Amber/Green,445.76,2021-12-24,both,True
DFT_0016_1112-Q1,Thameslink,AR 2015,1415-Q2,DFT,Amber,2005-07-01 00:00:00,2018-12-31 00:00:00,40.7,36.64,-4.060000000000002,-0.09975429975429981,4897.820000000001,,4547.25,Infrastructure and Construction,13.500342231348391,"DFT_0016_1112-Q1,1415-Q2",DFT,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFT_0016_1112-Q1,Amber,4897.820000000001,2018-12-31,DFT_0016_1112-Q1,thameslink,DFT_0016_1112-Q1,gmpp_id,Thameslink,Amber,4897.82,2018-12-31,both,True
DH_0004_1112-Q1,Broadmoor Redevelopment Programme,AR 2015,1415-Q2,DH Capital,Green,2012-07-10 00:00:00,2020-02-11 00:00:00,42.11,25.92,-16.189999999999998,-0.38446924720968884,287.42,,0,Infrastructure and Construction,7.5893223819301845,"DH_0004_1112-Q1,1415-Q2",DH,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DH_0004_1112-Q1,Green,287.42,2020-02-11,DH/DHSC::broadmoor redevelopment programme,broadmoor redevelopment programme,DH/DHSC::broadmoor redevelopment programme,name,Broadmoor Redevelopment Programme,Green,287.42,2020-02-11,both,True
DFT_0020_1314-Q2,A14 Cambridge to Huntingdon Improvement Scheme,AR 2015,1415-Q2,DFT,Amber/Green,2012-09-01 00:00:00,2021-09-30 00:00:00,23.5,17.49,-6.010000000000002,-0.2557446808510639,1519.3199999999997,,0,Infrastructure and Construction,9.078713210130047,"DFT_0020_1314-Q2,1415-Q2",DFT,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFT_0020_1314-Q2,Amber/Green,1519.3199999999997,2021-09-30,DFT_0020_1314-Q2,a14 cambridge to huntingdon improvement scheme,DFT_0020_1314-Q2,gmpp_id,A14 Cambridge to Huntingdon Improvement Scheme,Amber/Green,1519.32,2021-09-30,both,True
DH_0007_1112-Q1,E&N Herts NHS Trust - Lister Hospital ('Our Changing Hospitals' Phase 4 Programme),AR 2015,1415-Q2,DH Capital,Amber/Green,2011-08-04 00:00:00,2014-03-17 00:00:00,0,21.561,21.561,,212.02999999999997,,,Infrastructure and Construction,2.617385352498289,"DH_0007_1112-Q1,1415-Q2",DH,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DH_0007_1112-Q1,Amber/Green,212.02999999999997,2014-03-17,DH/DHSC::e and n herts nhs trust lister hospital,e and n herts nhs trust lister hospital,DH/DHSC::e and n herts nhs trust lister hospital,name,E&N Herts NHS Trust - Lister Hospital ('Our Changing Hospitals' Phase 4 Programme),Amber/Green,212.03,2014-03-17,both,True
DFT_0021_1314-Q3,Rail Franchising Programme,AR 2015,1415-Q2,DFT,Amber,2013-03-26 00:00:00,2022-12-31 00:00:00,-2.6,3.3,5.9,-2.269230769230769,134.19999999999982,,0,Infrastructure and Construction,9.765913757700206,"DFT_0021_1314-Q3,1415-Q2",DFT,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DFT_0021_1314-Q3,Amber,134.19999999999982,2022-12-31,DFT_0021_1314-Q3,rail franchising programme,DFT_0021_1314-Q3,gmpp_id,Rail Franchising Programme,Amber,134.2,2022-12-31,both,True
DH_0008_1112-Q1,Electronic Prescription Service (EPS) Release 2,AR 2015,1415-Q2,DH Non Capital,Amber,2003-01-01 00:00:00,2016-12-31 00:00:00,4.2795,4.545,0.2655000000000003,0.06203995793901164,77.74461696218157,,0,Government Transformation and Service Delivery,13.998631074606434,"DH_0008_1112-Q1,1415-Q2",DH,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DH_0008_1112-Q1,Amber,77.74461696218157,2016-12-31,DOH_0008_1112-Q1,electronic prescription service release 2,DOH_0008_1112-Q1,name,Electronic Prescription Service (EPS) Release 2,Amber,77.74,2016-12-31,both,True
DH_0013_1112-Q1,Mersey Care NHS LIFT scheme (TIME - To Improve Mental Health Environments),AR 2015,1415-Q2,DH Capital,Amber/Green,2011-09-16 00:00:00,2015-01-20 00:00:00,1.74,0.69,-1.05,-0.603448275862069,208.8,,0,Infrastructure and Construction,3.345653661875428,"DH_0013_1112-Q1,1415-Q2",DH,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DH_0013_1112-Q1,Amber/Green,208.8,2015-01-20,DH/DHSC::mersey care nhs lift scheme,mersey care nhs lift scheme,DH/DHSC::mersey care nhs lift scheme,name,Mersey Care NHS LIFT scheme (TIME - To Improve Mental Health Environments),Amber/Green,208.8,2015-01-20,both,True
DH_0015_1112-Q1,CSC LSP Delivery Programme,AR 2015,1415-Q2,DH Non Capital,Amber/Red,2003-06-23 00:00:00,2016-07-31 00:00:00,213.76,134.10999999999999,-79.65,-0.3726141467065869,2294.0699999999997,,,ICT,13.10609171800137,"DH_0015_1112-Q1,1415-Q2",DH,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DH_0015_1112-Q1,Amber/Red,2294.0699999999997,2016-07-31,DOH_0015_1112-Q1,csc lsp delivery programme,DOH_0015_1112-Q1,name,CSC LSP Delivery Programme,Amber/Red,2294.07,2016-07-31,both,True
