GMPP ID Number,Project Name,AR Year,Quarter,Department,MPA RAG (Departmental RAG used if MPA RAG missing),Project - Start Date (Latest Approved Start Date),Project - End Date (Latest Approved End Date),FY Budget (£m) inc Non Gov,FY Forecast (£m) inc Non Gov,Budget Variance (£m),Budget Variance (%),TOTAL BUDGETED WHOLE LIFE COSTS including Non-Government Costs,Gov WLC,Non-Gov WLC,PROJECT CATEGORY,Project Length,Unique ID,Department Grouped,MPA RAG Grouped,Joiner,SRO,Description,source_workbook,snapshot_date,gmpp_id_norm,dca_source,wlc_source,end_source,project_key,name_norm,project_key_by_name,join_route,project_name,dca_published,wlc_baseline_gbp_m,end_date,_merge,matched
DWP_0003_1112-Q1,Child Maintenance Group Change,AR 2015,1415-Q2,DWP,Amber/Green,2009-08-01 00:00:00,2015-12-31 00:00:00,86.66,69.179,-17.480999999999995,-0.20171936302792517,1218.33,,,Government Transformation and Service Delivery,6.414784394250513,"DWP_0003_1112-Q1,1415-Q2",DWP,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DWP_0003_1112-Q1,Amber/Green,1218.33,2015-12-31,DWP::child maintenance group change,child maintenance group change,DWP::child maintenance group change,name,Child Maintenance Group Change,Amber/Green,1218.33,2015-12-31,both,True
DWP_0005_1112-Q1,Automatic Enrolment Programme,AR 2015,1415-Q2,DWP,Amber,2007-05-01 00:00:00,2018-11-30 00:00:00,117.5,120.209,2.709000000000003,0.023055319148936198,995.4,,,Government Transformation and Service Delivery,11.58384668035592,"DWP_0005_1112-Q1,1415-Q2",DWP,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DWP_0005_1112-Q1,Amber,995.4,2018-11-30,DWP_0005_1112-Q1,automatic enrolment programme,DWP_0005_1112-Q1,gmpp_id,Automatic Enrolment Programme,Amber,995.4,2018-11-30,both,True
DWP_0009_1112-Q1,Universal Credit,AR 2015,1415-Q2,DWP,Amber/Red,2011-11-17 00:00:00,2020-04-30 00:00:00,323.79958630898045,323.79958630898045,0,0,15844.016611695495,,0,Government Transformation and Service Delivery,8.451745379876797,"DWP_0009_1112-Q1,1415-Q2",DWP,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DWP_0009_1112-Q1,Amber/Red,15844.016611695495,2020-04-30,DWP_0009_1112-Q1,universal credit,DWP::universal credit,gmpp_id,,,,,left_only,False
DWP_0011_1112-Q2,Personal Independence Payment Programme,AR 2015,1415-Q2,DWP,Amber/Red,2011-10-31 00:00:00,2016-03-31 00:00:00,231.48,303.611,72.131,0.3116079142906515,2525.94,,,Government Transformation and Service Delivery,4.41615331964408,"DWP_0011_1112-Q2,1415-Q2",DWP,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DWP_0011_1112-Q2,Amber/Red,2525.94,2016-03-31,DWP::personal independence payment implementation,personal independence payment programme,DWP::personal independence payment implementation,name,Personal Independence Payment Programme,Amber/Red,2525.94,2016-03-31,both,True
DWP_0016_1213-Q2,"Fraud, Error and Debt Programme",AR 2015,1415-Q2,DWP,Amber,2012-04-02 00:00:00,2017-03-31 00:00:00,111.3,98.81,-12.489999999999995,-0.1122192273135669,838.9,,0,Government Transformation and Service Delivery,4.993839835728953,"DWP_0016_1213-Q2,1415-Q2",DWP,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DWP_0016_1213-Q2,Amber,838.9,2017-03-31,DWP_0016_1213-Q2,fraud error and debt programme,DWP_0016_1213-Q2,gmpp_id,"Fraud, Error and Debt Programme",Amber,838.9,2017-03-31,both,True
DH_0017_1112-Q1,PHE Science Hub,AR 2015,1415-Q2,DH Capital,Amber,2013-08-09 00:00:00,2021-03-30 00:00:00,29.68,15.67,-14.01,-0.4720350404312668,10447.570000000002,,0,Infrastructure and Construction,7.638603696098563,"DH_0017_1112-Q1,1415-Q2",DH,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,DH_0017_1112-Q1,Amber,10447.570000000002,2021-03-30,DH_0017_1112-Q1,phe science hub,DH_0017_1112-Q1,gmpp_id,PHE Science Hub,Amber,10447.57,2021-03-30,both,True
FCO_0004_1112-Q1,ICTRe-procurement,AR 2015,1415-Q2,FCO,Amber/Red,2011-01-01 00:00:00,2013-11-30 00:00:00,53.400000000000006,49.8,-3.6000000000000085,-0.0674157303370788,242.09999999999997,,,ICT,2.9130732375085557,"FCO_0004_1112-Q1,1415-Q2",FCO,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,FCO_0004_1112-Q1,Amber/Red,242.09999999999997,2013-11-30,,ictre procurement,,unmatched,,,,,left_only,False
HMRC_0002_1112-Q1,Debt Staff Reinvestment,AR 2015,1415-Q2,HMRC,Green,2011-04-01 00:00:00,2015-04-01 00:00:00,22.54,22.54,0,0,56.418,,,Government Transformation and Service Delivery,4,"HMRC_0002_1112-Q1,1415-Q2",HMRC,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HMRC_0002_1112-Q1,Green,56.418,2015-04-01,HMRC::debt management and banking staff reinvestment,debt staff reinvestment,HMRC::debt management and banking staff reinvestment,name,Debt Staff Reinvestment,Green,56.42,2015-04-01,both,True
HMRC_0004_1112-Q1,One Click,AR 2015,1415-Q2,HMRC,Amber/Green,2010-03-24 00:00:00,2013-10-16 00:00:00,8.65,8.73,0.08000000000000007,0.009248554913294805,111.06,,,Government Transformation and Service Delivery,3.564681724845996,"HMRC_0004_1112-Q1,1415-Q2",HMRC,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HMRC_0004_1112-Q1,Amber/Green,111.06,2013-10-16,HMRC::one click,one click,HMRC::one click,name,One Click,Amber/Green,111.06,2013-10-16,both,True
HMRC_0006_1112-Q1,Real Time Information (RTI),AR 2015,1415-Q2,HMRC,Amber/Green,2010-07-05 00:00:00,2015-06-30 00:00:00,45.870000000000005,45.70099999999999,-0.16900000000001114,-0.0036843252670593226,333.02,,,ICT,4.985626283367557,"HMRC_0006_1112-Q1,1415-Q2",HMRC,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HMRC_0006_1112-Q1,Amber/Green,333.02,2015-06-30,HMRC::real time information,real time information,HMRC::real time information,name,Real Time Information (RTI),Amber/Green,333.02,2015-06-30,both,True
HMRC_0007_1112-Q2,Expanding the use of Debt Collection Agencies,AR 2015,1415-Q2,HMRC,Green,2011-04-01 00:00:00,2015-03-31 00:00:00,14.49,14.123,-0.3670000000000009,-0.025327812284334082,69.29,,,Government Transformation and Service Delivery,3.997262149212868,"HMRC_0007_1112-Q2,1415-Q2",HMRC,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HMRC_0007_1112-Q2,Green,69.29,2015-03-31,HMRC::expanding the use of debt collection agencies,expanding the use of debt collection agencies,HMRC::expanding the use of debt collection agencies,name,Expanding the use of Debt Collection Agencies,Green,69.29,2015-03-31,both,True
HMRC_0008_1112-Q2,Organised Crime,AR 2015,1415-Q2,HMRC,Amber/Green,2010-11-01 00:00:00,2014-06-30 00:00:00,22.039,21.73,-0.30900000000000105,-0.014020599845728074,74.7,,,Government Transformation and Service Delivery,3.6605065023956196,"HMRC_0008_1112-Q2,1415-Q2",HMRC,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HMRC_0008_1112-Q2,Amber/Green,74.7,2014-06-30,HMRC::organised crime,organised crime,HMRC::organised crime,name,Organised Crime,Amber/Green,74.7,2014-06-30,both,True
HMRC_0009_1112-Q2,Volume Crime,AR 2015,1415-Q2,HMRC,Green,2011-04-01 00:00:00,2013-05-29 00:00:00,11.05,11.02,-0.030000000000001137,-0.0027149321266969353,42.05,,,Government Transformation and Service Delivery,2.1601642710472277,"HMRC_0009_1112-Q2,1415-Q2",HMRC,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HMRC_0009_1112-Q2,Green,42.05,2013-05-29,HMRC::volume crime,volume crime,HMRC::volume crime,name,Volume Crime,Green,42.05,2013-05-29,both,True
HMT_0001_1112-Q1,Equitable Life Payment Scheme,AR 2015,1415-Q2,HMT,Green,2010-05-01 00:00:00,2015-12-31 00:00:00,Data not provided by dept,Data not provided by dept,Data not provided by dept,Data not provided by dept,Data not provided by dept,,,Government Transformation and Service Delivery,5.66735112936345,"HMT_0001_1112-Q1,1415-Q2",HMT,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HMT_0001_1112-Q1,Green,,2015-12-31,HMT::equitable life payment scheme,equitable life payment scheme,HMT::equitable life payment scheme,name,Equitable Life Payment Scheme,Green,,2015-12-31,both,True
HO_0007_1112-Q1,NCA ICTModernisation Programme (was SOCA ISOT),AR 2015,1415-Q2,NCA,Amber/Red,2008-04-01 00:00:00,2013-09-30 00:00:00,33.73,38.74,5.010000000000005,0.1485324636821822,398.65,,,ICT,5.49760438056126,"HO_0007_1112-Q1,1415-Q2",NCA,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HO_0007_1112-Q1,Amber/Red,398.65,2013-09-30,,nca ictmodernisation programme,,unmatched,,,,,left_only,False
HO_0008_1112-Q1,Schengen Information System (SIS II) Programme,AR 2015,1415-Q2,HO,Amber/Red,2006-04-01 00:00:00,2015-03-31 00:00:00,14.25,16.66,2.41,0.16912280701754387,190.57,,0,ICT,8.996577686516085,"HO_0008_1112-Q1,1415-Q2",HO,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HO_0008_1112-Q1,Amber/Red,190.57,2015-03-31,HO::schengen information systems 2 programme,schengen information system programme,HO::schengen information systems 2 programme,name,Schengen Information System (SIS II) Programme,Amber/Red,190.57,2015-03-31,both,True
HO_0009_1112-Q1,Transforming the Customer Experience (Formerly A&E),AR 2015,1415-Q2,HO,Amber/Green,2007-05-14 00:00:00,2014-11-01 00:00:00,11,11.26,0.2599999999999998,0.02363636363636362,201.411,,,ICT,7.468856947296373,"HO_0009_1112-Q1,1415-Q2",HO,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HO_0009_1112-Q1,Amber/Green,201.411,2014-11-01,HO::transforming the customer experience,transforming the customer experience,HO::transforming the customer experience,name,Transforming the Customer Experience (Formerly A&E),Amber/Green,201.41,2014-11-01,both,True
HO_0011_1112-Q2,Disclosure and Barring  Service (DBS) Programme,AR 2015,1415-Q2,HO,Amber,2010-12-29 00:00:00,2015-07-31 00:00:00,136,136,0,0,741.625,,,ICT,4.58590006844627,"HO_0011_1112-Q2,1415-Q2",HO,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HO_0011_1112-Q2,Amber,741.625,2015-07-31,HO::sig disclosure and barring service programme,disclosure and barring service programme,HO::sig disclosure and barring service programme,name,Disclosure and Barring Service (DBS) Programme,Amber,741.63,2015-07-31,both,True
HO_0012_1112-Q3,Communications Capabilities Development Programme,AR 2015,1415-Q2,HO,Amber,2006-04-01 00:00:00,2020-04-01 00:00:00,Data Exempt under Section 24 of the Freedom of Information Act (2000),Data Exempt under Section 24 of the Freedom of Information Act (2000),Data Exempt under Section 24 of the Freedom of Information Act (2000),Data Exempt under Section 24 of the Freedom of Information Act (2000),Data Exempt under Section 24 of the Freedom of Information Act (2000),,exempt,ICT,14.001368925393566,"HO_0012_1112-Q3,1415-Q2",HO,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HO_0012_1112-Q3,Amber,,2020-04-01,HO::communications capabilities development programme,communications capabilities development programme,HO::communications capabilities development programme,name,Communications Capabilities Development Programme,Amber,,2020-04-01,both,True
HO_0016_1213-Q1,Emergency Services Mobile Communications Programme (ESMCP),AR 2015,1415-Q2,HO,Amber,2011-06-01 00:00:00,2020-12-31 00:00:00,9.6,13.2,3.5999999999999996,0.375,5367.08,,,Government Transformation and Service Delivery,9.585215605749486,"HO_0016_1213-Q1,1415-Q2",HO,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HO_0016_1213-Q1,Amber,5367.08,2020-12-31,HO_0016_1213-Q1,emergency services mobile communications programme,HO_0016_1213-Q1,gmpp_id,Emergency Services Mobile Communications Programme (ESMCP),Amber,5367.08,2020-12-31,both,True
HO_0023_1213-Q1,Next Generation Outsourced Visa Services Contract,AR 2015,1415-Q2,HO,Green,2011-12-01 00:00:00,2014-07-01 00:00:00,85.007,83.9,-1.1069999999999993,-0.013022456974131534,595.703,,,ICT,2.5817932922655715,"HO_0023_1213-Q1,1415-Q2",HO,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HO_0023_1213-Q1,Green,595.703,2014-07-01,HO::next generation outsourced visa services contract,next generation outsourced visa services contract,HO::next generation outsourced visa services contract,name,Next Generation Outsourced Visa Services Contract,Green,595.7,2014-07-01,both,True
HO_0025_1213-Q2,Harmondsworth and Colnbrook Retender (P110),AR 2015,1415-Q2,HO,Green,2012-03-01 00:00:00,2015-06-01 00:00:00,16.98,16.98,0,0,199.615,,,ICT,3.249828884325804,"HO_0025_1213-Q2,1415-Q2",HO,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,HO_0025_1213-Q2,Green,199.615,2015-06-01,HO::harmondsworth and colnbrook retender,harmondsworth and colnbrook retender,HO::harmondsworth and colnbrook retender,name,Harmondsworth and Colnbrook Retender,Green,199.62,2015-06-01,both,True
MOD_0001_1112-Q1,A400M,AR 2015,1415-Q2,Military Capability,Amber/Green,1997-07-01 00:00:00,2022-03-31 00:00:00,646.36,640.69,-5.669999999999959,-0.008772201250077293,3833.1499999999996,,,Military Capability,24.747433264887064,"MOD_0001_1112-Q1,1415-Q2",MOD,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0001_1112-Q1,Amber/Green,3833.1499999999996,2022-03-31,MOD_0001_1112-Q1,a400m,MOD_0001_1112-Q1,gmpp_id,A400M,Amber/Green,3833.15,2022-03-31,both,True
MOD_0004_1112-Q1,Airseeker,AR 2015,1415-Q2,Military Capability,Amber/Green,2010-03-18 00:00:00,2018-04-01 00:00:00,132.22,127.96,-4.260000000000005,-0.03221902889124191,753.1099999999999,,,Military Capability,8.038329911019849,"MOD_0004_1112-Q1,1415-Q2",MOD,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0004_1112-Q1,Amber/Green,753.1099999999999,2018-04-01,MOD::airseeker,airseeker,MOD::airseeker,name,Airseeker,Amber/Green,753.11,2018-04-01,both,True
MOD_0009_1112-Q1,BORONA,AR 2015,1415-Q2,MOD Transformation,Amber/Green,2006-08-31 00:00:00,2019-03-31 00:00:00,161.10000000000002,147.01,-14.090000000000032,-0.08746120422098094,1557.1000000000001,,,Government Transformation and Service Delivery,12.580424366872005,"MOD_0009_1112-Q1,1415-Q2",MOD,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0009_1112-Q1,Amber/Green,1557.1000000000001,2019-03-31,MOD::borona,borona,MOD::borona,name,BORONA,Amber/Green,1557.1,2016-03-31,both,True
MOD_0017_1112-Q1,Crowsnest Programme,AR 2015,1415-Q2,Military Capability,Green,2013-03-26 00:00:00,2022-09-30 00:00:00,19.86,14.6,-5.26,-0.2648539778449144,Data Exempt under Section 43 of the Freedom of Information Act (2000),,exempt,Military Capability,9.514031485284052,"MOD_0017_1112-Q1,1415-Q2",MOD,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0017_1112-Q1,Green,,2022-09-30,MOD_0017_1112-Q1,crowsnest programme,MOD_0017_1112-Q1,gmpp_id,Crowsnest Programme,Green,,2022-09-30,both,True
MOD_0019_1112-Q1,Defence Information Infrastructure,AR 2015,1415-Q2,Military Capability,Amber/Red,2001-09-03 00:00:00,2015-03-21 00:00:00,770.1999999999999,787.39,17.190000000000055,0.022318878213451125,7432.41,,,ICT,13.544147843942506,"MOD_0019_1112-Q1,1415-Q2",MOD,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0019_1112-Q1,Amber/Red,7432.41,2015-03-21,MOD::defence information infrastructure,defence information infrastructure,MOD::defence information infrastructure,name,Defence Information Infrastructure,Amber/Red,7432.41,2015-03-21,both,True
MOD_0033_1112-Q1,MARSHALL,AR 2015,1415-Q2,Military Capability,Amber,2006-04-03 00:00:00,2020-10-04 00:00:00,41.5,41.5,0,0,716.6,,,Military Capability,14.505133470225873,"MOD_0033_1112-Q1,1415-Q2",MOD,Amber,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0033_1112-Q1,Amber,716.6,2020-10-04,MOD_0033_1112-Q1,marshall,MOD_0033_1112-Q1,gmpp_id,MARSHALL,Amber,716.6,2020-10-04,both,True
MOD_0035_1112-Q1,Merlin Programme,AR 2015,1415-Q2,Military Capability,Green,2003-06-01 00:00:00,2016-03-31 00:00:00,90.5,25.67,-64.83,-0.716353591160221,806.44,,,Military Capability,12.83230663928816,"MOD_0035_1112-Q1,1415-Q2",MOD,Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0035_1112-Q1,Green,806.44,2016-03-31,MOD::merlin programme,merlin programme,MOD::merlin programme,name,Merlin Programme,Green,806.44,2015-12-31,both,True
MOD_0036_1112-Q1,Maritime Sustainment Programme,AR 2015,1415-Q2,Military Capability,Amber/Green,2005-07-25 00:00:00,2018-04-30 00:00:00,68.71,75.73,7.02000000000001,0.10216853442002635,596.51,,,Military Capability,12.763860369609857,"MOD_0036_1112-Q1,1415-Q2",MOD,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0036_1112-Q1,Amber/Green,596.51,2018-04-30,MOD_0036_1112-Q1,maritime sustainment programme,MOD_0036_1112-Q1,gmpp_id,Maritime Sustainment Programme,Amber/Green,596.51,2018-04-30,both,True
MOD_0038_1112-Q1,Nuclear Warhead Capability Sustainment Programme,AR 2015,1415-Q2,Military Capability,Exempt,2008-04-01 00:00:00,2025-04-30 00:00:00,1090.98,1064.5500000000002,-26.429999999999836,-0.024225925314854384,20957.160000000003,,,Military Capability,17.078713210130047,"MOD_0038_1112-Q1,1415-Q2",MOD,Exempt,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0038_1112-Q1,EXEMPT,20957.160000000003,2025-04-30,MOD_0038_1112-Q1,nuclear warhead capability sustainment programme,MOD_0038_1112-Q1,gmpp_id,Nuclear Warhead Capability Sustainment Programme,EXEMPT,20957.16,2025-04-30,both,True
MOD_0040_1112-Q1,Puma Helicopter Life Extension Programme,AR 2015,1415-Q2,Military Capability,Amber/Green,2007-02-01 00:00:00,2015-12-31 00:00:00,10.15,8.46,-1.6899999999999995,-0.16650246305418714,377.78999999999996,,,Military Capability,8.91170431211499,"MOD_0040_1112-Q1,1415-Q2",MOD,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0040_1112-Q1,Amber/Green,377.78999999999996,2015-12-31,MOD::puma helicopter life extension programme,puma helicopter life extension programme,MOD::puma helicopter life extension programme,name,Puma Helicopter Life Extension Programme,Amber/Green,377.79,2015-12-31,both,True
MOD_0042_1112-Q1,Queen Elizabeth Programme,AR 2015,1415-Q2,Military Capability,Amber/Red,1998-12-01 00:00:00,2023-03-31 00:00:00,844.8100000000001,810.06,-34.750000000000114,-0.041133509309785765,7209.06,,,Military Capability,24.32854209445585,"MOD_0042_1112-Q1,1415-Q2",MOD,Amber/Red,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0042_1112-Q1,Amber/Red,7209.06,2023-03-31,MOD_0042_1112-Q1,queen elizabeth programme,MOD_0042_1112-Q1,gmpp_id,Queen Elizabeth Programme,Amber/Red,7209.06,2023-03-31,both,True
MOD_0047_1112-Q1,Spearfish Upgrade Programme,AR 2015,1415-Q2,Military Capability,Amber/Green,2008-04-01 00:00:00,2022-12-31 00:00:00,21.65,23.55,1.9000000000000021,0.08775981524249434,428.89,,,Military Capability,14.74880219028063,"MOD_0047_1112-Q1,1415-Q2",MOD,Amber/Green,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0047_1112-Q1,Amber/Green,428.89,2022-12-31,MOD_0047_1112-Q1,spearfish upgrade programme,MOD_0047_1112-Q1,gmpp_id,Spearfish Upgrade Programme,Amber/Green,428.89,2024-03-31,both,True
MOD_0055_1112-Q1,Type 26 Global Combat Ship Programme,AR 2015,1415-Q2,Military Capability,Exempt,2008-07-21 00:00:00,2034-12-31 00:00:00,182,169.51,-12.490000000000009,-0.06862637362637368,Data Exempt under Section 43 of the Freedom of Information Act (2000),,exempt,Military Capability,26.444900752908968,"MOD_0055_1112-Q1,1415-Q2",MOD,Exempt,Not new,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2014-09-30,MOD_0055_1112-Q1,EXEMPT,,2034-12-31,MOD_0055_1112-Q1,type 26 global combat ship programme,MOD_0055_1112-Q1,gmpp_id,Type 26 Global Combat Ship Programme,EXEMPT,,2034-12-31,both,True
